"Hora Unix";"Hora Local";"Distancia";"Ticks";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
1736429059.529452;"2025-01-09 10:24:19.529452";"000.01";0;" ";" ";" "
1736429059.559286;"2025-01-09 10:24:19.559286";"000.01";0;" ";" ";" "
1736429059.588532;"2025-01-09 10:24:19.588532";"000.01";0;" ";" ";" "
1736429059.618716;"2025-01-09 10:24:19.618716";"000.01";0;" ";" ";" "
1736429059.649304;"2025-01-09 10:24:19.649304";"000.01";0;" ";" ";" "
1736429059.678848;"2025-01-09 10:24:19.678848";"000.01";0;" ";" ";" "
1736429059.70875;"2025-01-09 10:24:19.708750";"000.01";0;" ";" ";" "
1736429059.739201;"2025-01-09 10:24:19.739201";"000.01";0;" ";" ";" "
1736429059.769622;"2025-01-09 10:24:19.769622";"000.01";0;" ";" ";" "
1736429059.798973;"2025-01-09 10:24:19.798973";"000.01";0;" ";" ";" "
1736429059.828563;"2025-01-09 10:24:19.828563";"000.01";0;" ";" ";" "
1736429059.857599;"2025-01-09 10:24:19.857599";"000.01";0;" ";" ";" "
1736429059.88794;"2025-01-09 10:24:19.887940";"000.01";0;" ";" ";" "
1736429059.917426;"2025-01-09 10:24:19.917426";"000.01";0;" ";" ";" "
1736429059.947181;"2025-01-09 10:24:19.947181";"000.01";0;" ";" ";" "
1736429059.977119;"2025-01-09 10:24:19.977119";"000.01";0;" ";" ";" "
1736429060.006421;"2025-01-09 10:24:20.006421";"000.01";0;" ";" ";" "
1736429060.036834;"2025-01-09 10:24:20.036834";"000.01";0;" ";" ";" "
1736429060.067157;"2025-01-09 10:24:20.067157";"000.01";0;" ";" ";" "
1736429060.097393;"2025-01-09 10:24:20.097393";"000.01";0;" ";" ";" "
1736429060.126654;"2025-01-09 10:24:20.126654";"000.01";0;" ";" ";" "
1736429060.156119;"2025-01-09 10:24:20.156119";"000.01";0;" ";" ";" "
1736429060.185029;"2025-01-09 10:24:20.185029";"000.01";0;" ";" ";" "
1736429060.214485;"2025-01-09 10:24:20.214485";"000.01";0;" ";" ";" "
1736429060.244924;"2025-01-09 10:24:20.244924";"000.01";0;" ";" ";" "
1736429060.274548;"2025-01-09 10:24:20.274548";"000.01";0;" ";" ";" "
