Hora Unix;Hora Local;Distancia;Ticks;GIROSCOPIO;ACELEROMETRO;MAGNETROMETRO;;
1.736.428.320.681.560;2025-01-09 10:12:00.681569;-0003.24;-45878; ; ; ;;
173.642.832.071.246;2025-01-09 10:12:00.712460;-0003.25;-46090; ; ; ;;
1.736.428.320.741.650;2025-01-09 10:12:00.741657;-0003.25;-46090; ; ; ;;31.200
1.736.428.320.772.850;2025-01-09 10:12:00.772858;-0003.25;-46096; ; ; ;;31.740
1.736.428.320.804.590;2025-01-09 10:12:00.804594;-0003.26;-46212; ; ; ;;32.060
1.736.428.320.836.650;2025-01-09 10:12:00.836653;-0003.27;-46436; ; ; ;;28.950
1.736.428.320.865.600;2025-01-09 10:12:00.865602;-0003.27;-46436; ; ; ;;30.660
1.736.428.320.896.260;2025-01-09 10:12:00.896265;-0003.31;-46983; ; ; ;;29.990
1.736.428.320.926.250;2025-01-09 10:12:00.926252;-0003.35;-47468; ; ; ;;30.540
1.736.428.320.956.790;2025-01-09 10:12:00.956799;-0003.37;-47770; ; ; ;;29.430
1.736.428.320.986.220;2025-01-09 10:12:00.986223;-0003.37;-47770; ; ; ;;32.020
1.736.428.321.018.240;2025-01-09 10:12:01.018243;-0003.38;-47923; ; ; ;;30.340
1.736.428.321.048.580;2025-01-09 10:12:01.048589;-0003.38;-47984; ; ; ;;29.710
1.736.428.321.078.290;2025-01-09 10:12:01.078297;-0003.38;-47984; ; ; ;;31.500
1.736.428.321.109.790;2025-01-09 10:12:01.109791;-0003.39;-48142; ; ; ;;31.400
1.736.428.321.141.190;2025-01-09 10:12:01.141195;-0003.44;-48786; ; ; ;;30.270
1.736.428.321.171.460;2025-01-09 10:12:01.171466;-0003.48;-49308; ; ; ;;29.360
1.736.428.321.200.820;2025-01-09 10:12:01.200829;-0003.48;-49308; ; ; ;;30.340
1.736.428.321.231.160;2025-01-09 10:12:01.231166;-0003.48;-49389; ; ; ;;
173.642.832.126.326;2025-01-09 10:12:01.263260;-0003.49;-49465; ; ; ;;3.068
173.642.832.129.394;2025-01-09 10:12:01.293940;-0003.49;-49514; ; ; ;;
1.736.428.321.323.010;2025-01-09 10:12:01.323013;-0003.49;-49514; ; ; ;;30.190
1.736.428.321.353.200;2025-01-09 10:12:01.353201;-0003.51;-49711; ; ; ;;30.730
1.736.428.321.383.930;2025-01-09 10:12:01.383939;-0003.57;-50632; ; ; ;;
173.642.832.141.362;2025-01-09 10:12:01.413620;-0003.57;-50632; ; ; ;;
1.736.428.321.444.600;2025-01-09 10:12:01.444601;-0003.60;-51078; ; ; ;;31.960
1.736.428.321.476.560;2025-01-09 10:12:01.476565;-0003.60;-51078; ; ; ;;31.290
1.736.428.321.507.850;2025-01-09 10:12:01.507852;-0003.61;-51177; ; ; ;;29.620
1.736.428.321.537.470;2025-01-09 10:12:01.537471;-0003.61;-51177; ; ; ;;
173.642.832.156.977;2025-01-09 10:12:01.569770;-0003.61;-51253; ; ; ;;
1.736.428.321.600.850;2025-01-09 10:12:01.600853;-0003.63;-51494; ; ; ;;47.870
1.736.428.321.648.720;2025-01-09 10:12:01.648724;-0003.63;-51494; ; ; ;;31.230
1.736.428.321.679.950;2025-01-09 10:12:01.679957;-0003.65;-51773; ; ; ;;31.840
1.736.428.321.711.790;2025-01-09 10:12:01.711794;-0003.69;-52274; ; ; ;;31.680
1.736.428.321.743.470;2025-01-09 10:12:01.743478;-0003.70;-52427; ; ; ;;30.050
1.736.428.321.773.520;2025-01-09 10:12:01.773521;-0003.71;-52575; ; ; ;;
173.642.832.180.239;2025-01-09 10:12:01.802390;-0003.71;-52575; ; ; ;;
1.736.428.321.832.910;2025-01-09 10:12:01.832913;-0003.71;-52628; ; ; ;;31.640
1.736.428.321.864.550;2025-01-09 10:12:01.864551;-0003.72;-52779; ; ; ;;30.910
1.736.428.321.895.460;2025-01-09 10:12:01.895467;-0003.74;-52966; ; ; ;;29.260
1.736.428.321.924.720;2025-01-09 10:12:01.924727;-0003.74;-52966; ; ; ;;
173.642.832.195.511;2025-01-09 10:12:01.955110;-0003.77;-53442; ; ; ;;
1.736.428.321.986.330;2025-01-09 10:12:01.986332;-0003.78;-53557; ; ; ;;28.510
1.736.428.322.014.840;2025-01-09 10:12:02.014841;-0003.78;-53557; ; ; ;;31.360
1.736.428.322.046.200;2025-01-09 10:12:02.046206;-0003.79;-53702; ; ; ;;30.650
1.736.428.322.076.850;2025-01-09 10:12:02.076858;-0003.79;-53760; ; ; ;;30.290
1.736.428.322.107.140;2025-01-09 10:12:02.107141;-0003.80;-53818; ; ; ;;
173.642.832.213.626;2025-01-09 10:12:02.136260;-0003.80;-53818; ; ; ;;
1.736.428.322.168.020;2025-01-09 10:12:02.168027;-0003.81;-54001; ; ; ;;31.120
1.736.428.322.199.140;2025-01-09 10:12:02.199141;-0003.84;-54407; ; ; ;;28.560
1.736.428.322.227.700;2025-01-09 10:12:02.227709;-0003.84;-54407; ; ; ;;
173.642.832.226.024;2025-01-09 10:12:02.260240;-0003.87;-54821; ; ; ;;
1.736.428.322.291.180;2025-01-09 10:12:02.291186;-0003.87;-54903; ; ; ;;31.820
1.736.428.322.323.000;2025-01-09 10:12:02.323007;-0003.88;-54971; ; ; ;;29.200
1.736.428.322.352.200;2025-01-09 10:12:02.352201;-0003.88;-54971; ; ; ;;29.490
1.736.428.322.381.690;2025-01-09 10:12:02.381693;-0003.88;-54971; ; ; ;;29.000
1.736.428.322.410.690;2025-01-09 10:12:02.410696;-0003.88;-54971; ; ; ;;29.180
1.736.428.322.439.870;2025-01-09 10:12:02.439878;-0003.88;-54971; ; ; ;;29.780
1.736.428.322.469.650;2025-01-09 10:12:02.469656;-0003.88;-54971; ; ; ;;30.900
1.736.428.322.500.550;2025-01-09 10:12:02.500559;-0003.92;-55597; ; ; ;;29.200
1.736.428.322.529.750;2025-01-09 10:12:02.529759;-0003.92;-55597; ; ; ;;31.620
1.736.428.322.561.370;2025-01-09 10:12:02.561379;-0003.93;-55746; ; ; ;;
173.642.832.259.324;2025-01-09 10:12:02.593240;-0003.93;-55794; ; ; ;;
1.736.428.322.622.000;2025-01-09 10:12:02.622006;-0003.93;-55794; ; ; ;;
173.642.832.265.308;2025-01-09 10:12:02.653080;-0003.95;-56027; ; ; ;;
1.736.428.322.682.890;2025-01-09 10:12:02.682892;-0003.97;-56246; ; ; ;;29.200
1.736.428.322.712.090;2025-01-09 10:12:02.712093;-0003.97;-56246; ; ; ;;32.660
1.736.428.322.744.750;2025-01-09 10:12:02.744752;-0004.01;-56857; ; ; ;;
173.642.832.277.668;2025-01-09 10:12:02.776680;+0000.00;0; ; ; ;;
1.736.428.322.808.180;2025-01-09 10:12:02.808185;-0004.04;-57325; ; ; ;;29.790
1.736.428.322.837.970;2025-01-09 10:12:02.837972;-0004.04;-57325; ; ; ;;31.570
1.736.428.322.869.540;2025-01-09 10:12:02.869543;-0004.04;-57325; ; ; ;;30.550
1.736.428.322.900.090;2025-01-09 10:12:02.900095;-0004.05;-57501; ; ; ;;29.440
1.736.428.322.929.530;2025-01-09 10:12:02.929534;-0004.05;-57501; ; ; ;;31.340
1.736.428.322.960.870;2025-01-09 10:12:02.960878;-0004.06;-57639; ; ; ;;31.830
1.736.428.322.992.700;2025-01-09 10:12:02.992705;-0004.07;-57765; ; ; ;;30.520
1.736.428.323.023.220;2025-01-09 10:12:03.023223;-0004.08;-57810; ; ; ;;29.270
1.736.428.323.052.490;2025-01-09 10:12:03.052493;-0004.08;-57810; ; ; ;;30.630
1.736.428.323.083.120;2025-01-09 10:12:03.083123;-0004.08;-57859; ; ; ;;30.780
1.736.428.323.113.900;2025-01-09 10:12:03.113903;-0004.09;-57996; ; ; ;;31.570
1.736.428.323.145.470;2025-01-09 10:12:03.145472;-0004.13;-58557; ; ; ;;29.560
1.736.428.323.175.030;2025-01-09 10:12:03.175038;-0004.13;-58557; ; ; ;;30.310
1.736.428.323.205.340;2025-01-09 10:12:03.205342;-0004.17;-59092; ; ; ;;31.250
1.736.428.323.236.590;2025-01-09 10:12:03.236599;-0004.19;-59391; ; ; ;;29.050
1.736.428.323.265.640;2025-01-09 10:12:03.265643;-0004.19;-59391; ; ; ;;30.590
1.736.428.323.296.230;2025-01-09 10:12:03.296238;-0004.19;-59391; ; ; ;;30.610
1.736.428.323.326.840;2025-01-09 10:12:03.326843;-0004.19;-59427; ; ; ;;
173.642.832.335.873;2025-01-09 10:12:03.358730;-0004.20;-59578; ; ; ;;
1.736.428.323.387.990;2025-01-09 10:12:03.387992;-0004.20;-59578; ; ; ;;31.380
1.736.428.323.419.370;2025-01-09 10:12:03.419374;-0004.23;-60038; ; ; ;;31.450
1.736.428.323.450.820;2025-01-09 10:12:03.450826;-0004.24;-60150; ; ; ;;31.390
1.736.428.323.482.210;2025-01-09 10:12:03.482218;-0004.26;-60361; ; ; ;;28.840
1.736.428.323.511.050;2025-01-09 10:12:03.511051;-0004.26;-60361; ; ; ;;30.690
1.736.428.323.541.740;2025-01-09 10:12:03.541749;-0004.26;-60420; ; ; ;;31.250
1.736.428.323.572.990;2025-01-09 10:12:03.572996;-0004.27;-60560; ; ; ;;30.060
1.736.428.323.603.050;2025-01-09 10:12:03.603056;-0004.27;-60560; ; ; ;;
17.364.283.236.331;2025-01-09 10:12:03.633100;-0004.28;-60695; ; ; ;;
1.736.428.323.664.200;2025-01-09 10:12:03.664202;-0004.29;-60843; ; ; ;;29.410
1.736.428.323.693.610;2025-01-09 10:12:03.693615;-0004.29;-60843; ; ; ;;32.390
1.736.428.323.726.000;2025-01-09 10:12:03.726006;-0004.30;-61008; ; ; ;;31.490
1.736.428.323.757.490;2025-01-09 10:12:03.757496;-0004.30;-61008; ; ; ;;31.380
1.736.428.323.788.870;2025-01-09 10:12:03.788873;-0004.30;-61008; ; ; ;;
173.642.832.381.787;2025-01-09 10:12:03.817870;-0004.30;-61008; ; ; ;;
173.642.832.384.946;2025-01-09 10:12:03.849460;-0004.30;-61008; ; ; ;;
1.736.428.323.879.720;2025-01-09 10:12:03.879728;-0004.30;-61008; ; ; ;;29.680
1.736.428.323.909.400;2025-01-09 10:12:03.909404;-0004.30;-61008; ; ; ;;
173.642.832.394.127;2025-01-09 10:12:03.941270;-0004.30;-61008; ; ; ;;
1.736.428.323.972.070;2025-01-09 10:12:03.972078;-0004.30;-61008; ; ; ;;31.110
1.736.428.324.003.180;2025-01-09 10:12:04.003184;-0004.30;-61008; ; ; ;;28.910
1.736.428.324.032.090;2025-01-09 10:12:04.032092;-0004.30;-61008; ; ; ;;31.200
1.736.428.324.063.290;2025-01-09 10:12:04.063296;-0004.30;-61008; ; ; ;;31.650
1.736.428.324.094.940;2025-01-09 10:12:04.094949;-0004.30;-61008; ; ; ;;31.850
1.736.428.324.126.790;2025-01-09 10:12:04.126796;-0004.30;-61008; ; ; ;;28.610
1.736.428.324.155.400;2025-01-09 10:12:04.155406;-0004.30;-61008; ; ; ;;31.340
1.736.428.324.186.740;2025-01-09 10:12:04.186748;-0004.30;-61008; ; ; ;;31.390
1.736.428.324.218.130;2025-01-09 10:12:04.218135;-0004.30;-61008; ; ; ;;29.070
1.736.428.324.247.200;2025-01-09 10:12:04.247202;-0004.30;-61008; ; ; ;;31.090
1.736.428.324.278.290;2025-01-09 10:12:04.278296;-0004.30;-61008; ; ; ;;
173.642.832.430.943;2025-01-09 10:12:04.309430;-0004.30;-61008; ; ; ;;
1.736.428.324.340.620;2025-01-09 10:12:04.340622;-0004.30;-61008; ; ; ;;
173.642.832.437.019;2025-01-09 10:12:04.370190;-0004.30;-61008; ; ; ;;
1.736.428.324.401.020;2025-01-09 10:12:04.401027;-0004.30;-61008; ; ; ;;31.580
1.736.428.324.432.600;2025-01-09 10:12:04.432603;-0004.30;-61008; ; ; ;;30.830
1.736.428.324.463.430;2025-01-09 10:12:04.463434;-0004.30;-61008; ; ; ;;29.640
1.736.428.324.493.070;2025-01-09 10:12:04.493074;-0004.30;-61008; ; ; ;;30.660
1.736.428.324.523.730;2025-01-09 10:12:04.523737;-0004.30;-61008; ; ; ;;30.200
1.736.428.324.553.930;2025-01-09 10:12:04.553934;-0004.30;-61008; ; ; ;;29.620
1.736.428.324.583.550;2025-01-09 10:12:04.583553;-0004.30;-61008; ; ; ;;30.650
1.736.428.324.614.200;2025-01-09 10:12:04.614209;-0004.30;-61008; ; ; ;;31.200
1.736.428.324.645.400;2025-01-09 10:12:04.645406;-0004.30;-61008; ; ; ;;29.280
1.736.428.324.674.680;2025-01-09 10:12:04.674682;-0004.30;-61008; ; ; ;;32.110
1.736.428.324.706.790;2025-01-09 10:12:04.706794;-0004.30;-61008; ; ; ;;30.040
1.736.428.324.736.830;2025-01-09 10:12:04.736836;-0004.30;-61008; ; ; ;;29.740
1.736.428.324.766.570;2025-01-09 10:12:04.766571;-0004.30;-61008; ; ; ;;31.760
1.736.428.324.798.330;2025-01-09 10:12:04.798339;-0004.30;-61008; ; ; ;;30.810
1.736.428.324.829.140;2025-01-09 10:12:04.829145;-0004.31;-61075; ; ; ;;31.250
1.736.428.324.860.390;2025-01-09 10:12:04.860396;-0004.32;-61190; ; ; ;;29.140
1.736.428.324.889.530;2025-01-09 10:12:04.889537;-0004.32;-61190; ; ; ;;
173.642.832.491.953;2025-01-09 10:12:04.919530;-0004.32;-61253; ; ; ;;
1.736.428.324.951.280;2025-01-09 10:12:04.951287;-0004.32;-61297; ; ; ;;29.940
1.736.428.324.981.220;2025-01-09 10:12:04.981222;-0004.33;-61347; ; ; ;;29.800
1.736.428.325.011.020;2025-01-09 10:12:05.011021;-0004.33;-61347; ; ; ;;30.680
1.736.428.325.041.700;2025-01-09 10:12:05.041702;-0004.33;-61398; ; ; ;;30.980
1.736.428.325.072.680;2025-01-09 10:12:05.072684;-0004.33;-61449; ; ; ;;29.820
1.736.428.325.102.500;2025-01-09 10:12:05.102501;-0004.33;-61449; ; ; ;;31.340
1.736.428.325.133.840;2025-01-09 10:12:05.133844;-0004.34;-61491; ; ; ;;30.060
1.736.428.325.163.900;2025-01-09 10:12:05.163905;-0004.34;-61538; ; ; ;;31.010
1.736.428.325.194.910;2025-01-09 10:12:05.194915;-0004.35;-61647; ; ; ;;
173.642.832.522.506;2025-01-09 10:12:05.225060;-0004.35;-61647; ; ; ;;
1.736.428.325.254.720;2025-01-09 10:12:05.254726;-0004.36;-61841; ; ; ;;
173.642.832.528.669;2025-01-09 10:12:05.286690;-0004.37;-62009; ; ; ;;
1.736.428.325.318.120;2025-01-09 10:12:05.318123;-0004.39;-62191; ; ; ;;28.980
1.736.428.325.347.100;2025-01-09 10:12:05.347105;-0004.39;-62191; ; ; ;;31.100
1.736.428.325.378.200;2025-01-09 10:12:05.378208;-0004.39;-62242; ; ; ;;31.620
1.736.428.325.409.820;2025-01-09 10:12:05.409823;-0004.40;-62343; ; ; ;;29.250
1.736.428.325.439.070;2025-01-09 10:12:05.439072;-0004.40;-62343; ; ; ;;30.720
1.736.428.325.469.790;2025-01-09 10:12:05.469795;-0004.41;-62473; ; ; ;;30.180
1.736.428.325.499.970;2025-01-09 10:12:05.499975;-0004.42;-62738; ; ; ;;30.180
1.736.428.325.530.150;2025-01-09 10:12:05.530159;-0004.44;-62926; ; ; ;;29.710
1.736.428.325.559.860;2025-01-09 10:12:05.559869;-0004.44;-62926; ; ; ;;30.800
1.736.428.325.590.660;2025-01-09 10:12:05.590664;-0004.44;-62975; ; ; ;;32.680
1.736.428.325.623.340;2025-01-09 10:12:05.623345;-0004.45;-63103; ; ; ;;30.000
1.736.428.325.653.340;2025-01-09 10:12:05.653346;-0004.45;-63105; ; ; ;;29.220
1.736.428.325.682.560;2025-01-09 10:12:05.682568;-0004.45;-63105; ; ; ;;29.920
1.736.428.325.712.480;2025-01-09 10:12:05.712482;-0004.45;-63105; ; ; ;;36.120
1.736.428.325.748.600;2025-01-09 10:12:05.748607;-0004.45;-63105; ; ; ;;30.870
1.736.428.325.779.470;2025-01-09 10:12:05.779475;-0004.45;-63148; ; ; ;;31.250
1.736.428.325.810.720;2025-01-09 10:12:05.810728;-0004.46;-63200; ; ; ;;30.080
1.736.428.325.840.800;2025-01-09 10:12:05.840807;-0004.47;-63374; ; ; ;;29.420
1.736.428.325.870.220;2025-01-09 10:12:05.870224;-0004.47;-63374; ; ; ;;
173.642.832.590.121;2025-01-09 10:12:05.901210;-0004.48;-63518; ; ; ;;
1.736.428.325.931.930;2025-01-09 10:12:05.931935;-0004.48;-63539; ; ; ;;30.820
1.736.428.325.962.750;2025-01-09 10:12:05.962758;-0004.48;-63539; ; ; ;;29.880
1.736.428.325.992.630;2025-01-09 10:12:05.992632;-0004.48;-63539; ; ; ;;32.110
1.736.428.326.024.740;2025-01-09 10:12:06.024749;-0004.48;-63552; ; ; ;;
173.642.832.605.585;2025-01-09 10:12:06.055850;-0004.49;-63665; ; ; ;;
1.736.428.326.085.530;2025-01-09 10:12:06.085539;-0004.49;-63665; ; ; ;;30.860
1.736.428.326.116.390;2025-01-09 10:12:06.116395;-0004.51;-63974; ; ; ;;30.470
1.736.428.326.146.860;2025-01-09 10:12:06.146864;-0004.53;-64166; ; ; ;;29.810
1.736.428.326.176.670;2025-01-09 10:12:06.176674;-0004.53;-64259; ; ; ;;29.860
1.736.428.326.206.530;2025-01-09 10:12:06.206537;-0004.53;-64259; ; ; ;;32.100
1.736.428.326.238.630;2025-01-09 10:12:06.238634;-0004.54;-64335; ; ; ;;30.730
1.736.428.326.269.360;2025-01-09 10:12:06.269367;-0004.54;-64414; ; ; ;;32.000
1.736.428.326.301.360;2025-01-09 10:12:06.301369;-0004.55;-64581; ; ; ;;
173.642.832.633.068;2025-01-09 10:12:06.330680;-0004.55;-64581; ; ; ;;
1.736.428.326.362.270;2025-01-09 10:12:06.362276;-0004.58;-64885; ; ; ;;30.770
1.736.428.326.393.040;2025-01-09 10:12:06.393047;-0004.58;-65009; ; ; ;;32.170
1.736.428.326.425.210;2025-01-09 10:12:06.425211;-0004.59;-65088; ; ; ;;
173.642.832.645.479;2025-01-09 10:12:06.454790;-0004.59;-65088; ; ; ;;
1.736.428.326.484.890;2025-01-09 10:12:06.484891;-0004.60;-65283; ; ; ;;31.610
1.736.428.326.516.500;2025-01-09 10:12:06.516504;-0004.61;-65421; ; ; ;;29.850
1.736.428.326.546.350;2025-01-09 10:12:06.546356;-0004.61;-65421; ; ; ;;29.830
1.736.428.326.576.180;2025-01-09 10:12:06.576186;-0004.62;-65512; ; ; ;;31.660
1.736.428.326.607.840;2025-01-09 10:12:06.607846;-0004.63;-65708; ; ; ;;30.070
1.736.428.326.637.910;2025-01-09 10:12:06.637915;-0004.64;-65812; ; ; ;;29.860
1.736.428.326.667.770;2025-01-09 10:12:06.667779;-0004.64;-65812; ; ; ;;31.020
1.736.428.326.698.790;2025-01-09 10:12:06.698792;-0004.64;-65839; ; ; ;;29.710
1.736.428.326.728.500;2025-01-09 10:12:06.728509;-0004.64;-65839; ; ; ;;31.700
1.736.428.326.760.200;2025-01-09 10:12:06.760206;-0004.64;-65839; ; ; ;;
173.642.832.679.105;2025-01-09 10:12:06.791050;-0004.65;-65890; ; ; ;;
1.736.428.326.822.670;2025-01-09 10:12:06.822671;-0004.65;-65993; ; ; ;;29.450
1.736.428.326.852.120;2025-01-09 10:12:06.852123;-0004.65;-65993; ; ; ;;30.800
1.736.428.326.882.920;2025-01-09 10:12:06.882924;-0004.66;-66113; ; ; ;;31.280
1.736.428.326.914.200;2025-01-09 10:12:06.914207;-0004.67;-66224; ; ; ;;30.130
1.736.428.326.944.330;2025-01-09 10:12:06.944339;-0004.67;-66224; ; ; ;;30.370
1.736.428.326.974.700;2025-01-09 10:12:06.974705;-0004.67;-66224; ; ; ;;31.690
1.736.428.327.006.390;2025-01-09 10:12:07.006398;-0004.68;-66296; ; ; ;;
173.642.832.703.774;2025-01-09 10:12:07.037740;-0004.68;-66398; ; ; ;;
1.736.428.327.067.680;2025-01-09 10:12:07.067689;-0004.68;-66398; ; ; ;;49.610
1.736.428.327.117.290;2025-01-09 10:12:07.117292;-0004.70;-66613; ; ; ;;30.840
1.736.428.327.148.130;2025-01-09 10:12:07.148137;-0004.72;-66911; ; ; ;;30.870
1.736.428.327.179.000;2025-01-09 10:12:07.179009;-0004.72;-66995; ; ; ;;
173.642.832.721.134;2025-01-09 10:12:07.211340;-0004.74;-67182; ; ; ;;
1.736.428.327.242.550;2025-01-09 10:12:07.242554;-0004.74;-67228; ; ; ;;
173.642.832.727.144;2025-01-09 10:12:07.271440;-0004.74;-67228; ; ; ;;
1.736.428.327.301.800;2025-01-09 10:12:07.301803;-0004.76;-67462; ; ; ;;29.790
1.736.428.327.331.590;2025-01-09 10:12:07.331599;-0004.78;-67793; ; ; ;;29.420
1.736.428.327.361.010;2025-01-09 10:12:07.361012;-0004.78;-67793; ; ; ;;29.680
1.736.428.327.390.690;2025-01-09 10:12:07.390699;-0004.78;-67793; ; ; ;;30.720
1.736.428.327.421.410;2025-01-09 10:12:07.421411;-0004.78;-67793; ; ; ;;
17.364.283.274.509;2025-01-09 10:12:07.450900;-0004.78;-67793; ; ; ;;
1.736.428.327.479.860;2025-01-09 10:12:07.479868;-0004.78;-67793; ; ; ;;31.150
1.736.428.327.511.010;2025-01-09 10:12:07.511014;-0004.80;-68003; ; ; ;;29.160
1.736.428.327.540.170;2025-01-09 10:12:07.540171;-0004.80;-68003; ; ; ;;32.790
1.736.428.327.572.960;2025-01-09 10:12:07.572967;-0004.81;-68268; ; ; ;;
173.642.832.760.466;2025-01-09 10:12:07.604660;-0004.83;-68487; ; ; ;;
1.736.428.327.635.650;2025-01-09 10:12:07.635658;-0004.83;-68548; ; ; ;;29.140
1.736.428.327.664.790;2025-01-09 10:12:07.664791;-0004.83;-68548; ; ; ;;31.130
1.736.428.327.695.920;2025-01-09 10:12:07.695921;-0004.84;-68632; ; ; ;;32.350
1.736.428.327.728.270;2025-01-09 10:12:07.728279;-0004.84;-68632; ; ; ;;28.910
1.736.428.327.757.180;2025-01-09 10:12:07.757188;-0004.84;-68632; ; ; ;;31.020
1.736.428.327.788.200;2025-01-09 10:12:07.788208;-0004.85;-68704; ; ; ;;
173.642.832.781.896;2025-01-09 10:12:07.818960;-0004.85;-68763; ; ; ;;
1.736.428.327.848.330;2025-01-09 10:12:07.848332;-0004.85;-68763; ; ; ;;30.900
1.736.428.327.879.230;2025-01-09 10:12:07.879237;-0004.85;-68822; ; ; ;;30.180
1.736.428.327.909.410;2025-01-09 10:12:07.910384;-0004.86;-68863; ; ; ;;31.970
1.736.428.327.941.380;2025-01-09 10:12:07.941384;-0004.86;-68959; ; ; ;;29.590
1.736.428.327.970.970;2025-01-09 10:12:07.970976;-0004.86;-68959; ; ; ;;30.910
1.736.428.328.001.880;2025-01-09 10:12:08.001889;-0004.86;-68959; ; ; ;;31.110
1.736.428.328.032.990;2025-01-09 10:12:08.032992;-0004.87;-69002; ; ; ;;29.150
1.736.428.328.062.140;2025-01-09 10:12:08.062147;-0004.87;-69002; ; ; ;;
173.642.832.809.359;2025-01-09 10:12:08.093590;-0004.87;-69061; ; ; ;;
1.736.428.328.124.610;2025-01-09 10:12:08.124616;-0004.87;-69115; ; ; ;;30.370
1.736.428.328.154.980;2025-01-09 10:12:08.154987;-0004.88;-69154; ; ; ;;29.190
1.736.428.328.184.170;2025-01-09 10:12:08.184173;-0004.88;-69154; ; ; ;;30.790
1.736.428.328.214.960;2025-01-09 10:12:08.214964;-0004.89;-69343; ; ; ;;30.280
1.736.428.328.245.240;2025-01-09 10:12:08.245242;-0004.89;-69343; ; ; ;;31.900
1.736.428.328.277.140;2025-01-09 10:12:08.277143;-0004.89;-69343; ; ; ;;29.130
1.736.428.328.306.270;2025-01-09 10:12:08.306271;-0004.89;-69343; ; ; ;;31.930
1.736.428.328.338.200;2025-01-09 10:12:08.338205;-0004.89;-69402; ; ; ;;
173.642.832.836.888;2025-01-09 10:12:08.368880;-0004.90;-69479; ; ; ;;
1.736.428.328.398.480;2025-01-09 10:12:08.398482;-0004.90;-69479; ; ; ;;30.960
1.736.428.328.429.440;2025-01-09 10:12:08.429448;-0004.91;-69561; ; ; ;;62.310
1.736.428.328.491.750;2025-01-09 10:12:08.491756;-0004.91;-69615; ; ; ;;31.560
1.736.428.328.523.310;2025-01-09 10:12:08.523315;-0004.91;-69615; ; ; ;;29.940
1.736.428.328.553.250;2025-01-09 10:12:08.553259;-0004.91;-69615; ; ; ;;31.110
1.736.428.328.584.360;2025-01-09 10:12:08.584364;-0004.91;-69647; ; ; ;;30.550
1.736.428.328.614.910;2025-01-09 10:12:08.614915;-0004.92;-69703; ; ; ;;
173.642.832.864.395;2025-01-09 10:12:08.643950;-0004.92;-69703; ; ; ;;
1.736.428.328.676.200;2025-01-09 10:12:08.676209;-0004.92;-69767; ; ; ;;31.520
1.736.428.328.707.720;2025-01-09 10:12:08.707729;-0004.93;-69877; ; ; ;;31.300
1.736.428.328.739.020;2025-01-09 10:12:08.739029;-0004.93;-69939; ; ; ;;29.760
1.736.428.328.768.780;2025-01-09 10:12:08.768786;-0004.93;-69939; ; ; ;;
173.642.832.879.863;2025-01-09 10:12:08.798630;-0004.94;-70011; ; ; ;;
1.736.428.328.829.090;2025-01-09 10:12:08.829092;-0004.94;-70011; ; ; ;;29.630
1.736.428.328.858.720;2025-01-09 10:12:08.858724;-0004.94;-70011; ; ; ;;30.680
1.736.428.328.889.400;2025-01-09 10:12:08.889407;-0004.94;-70059; ; ; ;;31.700
1.736.428.328.921.100;2025-01-09 10:12:08.921106;-0004.94;-70108; ; ; ;;30.310
1.736.428.328.951.410;2025-01-09 10:12:08.951419;-0004.94;-70108; ; ; ;;32.050
1.736.428.328.983.460;2025-01-09 10:12:08.983468;-0004.95;-70168; ; ; ;;30.290
1.736.428.329.013.750;2025-01-09 10:12:09.013752;-0004.95;-70229; ; ; ;;
173.642.832.904.318;2025-01-09 10:12:09.043180;-0004.95;-70229; ; ; ;;
1.736.428.329.075.340;2025-01-09 10:12:09.075347;-0004.95;-70229; ; ; ;;30.550
1.736.428.329.105.890;2025-01-09 10:12:09.105899;-0004.95;-70229; ; ; ;;
173.642.832.913.669;2025-01-09 10:12:09.136690;-0004.95;-70247; ; ; ;;
1.736.428.329.165.450;2025-01-09 10:12:09.165452;-0004.95;-70247; ; ; ;;31.560
1.736.428.329.197.010;2025-01-09 10:12:09.197011;-0004.96;-70303; ; ; ;;30.360
1.736.428.329.227.370;2025-01-09 10:12:09.227377;-0004.96;-70392; ; ; ;;
173.642.832.925.868;2025-01-09 10:12:09.258680;-0004.97;-70448; ; ; ;;
1.736.428.329.288.430;2025-01-09 10:12:09.288434;-0004.97;-70448; ; ; ;;30.890
1.736.428.329.319.320;2025-01-09 10:12:09.319329;-0004.97;-70517; ; ; ;;30.160
1.736.428.329.349.480;2025-01-09 10:12:09.349489;-0004.98;-70615; ; ; ;;29.640
1.736.428.329.379.120;2025-01-09 10:12:09.379129;-0004.98;-70615; ; ; ;;29.990
1.736.428.329.409.110;2025-01-09 10:12:09.409112;-0004.98;-70615; ; ; ;;32.080
1.736.428.329.441.190;2025-01-09 10:12:09.441194;-0004.98;-70615; ; ; ;;
173.642.832.947.159;2025-01-09 10:12:09.471590;-0004.98;-70615; ; ; ;;
1.736.428.329.501.320;2025-01-09 10:12:09.501322;-0004.98;-70615; ; ; ;;31.560
1.736.428.329.532.880;2025-01-09 10:12:09.532884;-0004.98;-70615; ; ; ;;31.450
1.736.428.329.564.330;2025-01-09 10:12:09.564339;-0004.98;-70615; ; ; ;;30.890
1.736.428.329.595.220;2025-01-09 10:12:09.595221;-0004.98;-70615; ; ; ;;28.610
1.736.428.329.623.830;2025-01-09 10:12:09.623836;-0004.98;-70615; ; ; ;;31.680
