"Hora";"Distancia";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
"12:49:54.020564";"+0000.01";" ";" ";" "
"12:49:54.052240";"+0000.01";" ";" ";" "
"12:49:54.082778";"+0000.01";" ";" ";" "
"12:49:54.114034";"+0000.01";" ";" ";" "
"12:49:54.144151";"+0000.01";" ";" ";" "
"12:49:54.174602";"+0000.01";" ";" ";" "
"12:49:54.204930";"+0000.01";" ";" ";" "
"12:49:54.235369";"+0000.01";" ";" ";" "
"12:49:54.266139";"+0000.01";" ";" ";" "
"12:49:54.296882";"+0000.01";" ";" ";" "
"12:49:54.327293";"+0000.01";" ";" ";" "
"12:49:54.359416";"+0000.01";" ";" ";" "
"12:49:54.390033";"+0000.01";" ";" ";" "
"12:49:54.447433";"+0000.01";" ";" ";" "
"12:49:54.479582";"+0000.01";" ";" ";" "
"12:49:54.515197";"+0000.01";" ";" ";" "
"12:49:54.546647";"+0000.01";" ";" ";" "
"12:49:54.578874";"+0000.01";" ";" ";" "
"12:49:54.611148";"+0000.01";" ";" ";" "
"12:49:54.641427";"+0000.01";" ";" ";" "
"12:49:54.677999";"+0000.01";" ";" ";" "
"12:49:54.708635";"+0000.01";" ";" ";" "
"12:49:54.739959";"+0000.01";" ";" ";" "
"12:49:54.771140";"+0000.01";" ";" ";" "
"12:49:54.800607";"+0000.01";" ";" ";" "
"12:49:54.830998";"+0000.01";" ";" ";" "
"12:49:54.861236";"+0000.01";" ";" ";" "
"12:49:54.891651";"+0000.01";" ";" ";" "
"12:49:54.922620";"+0000.01";" ";" ";" "
"12:49:54.953871";"+0000.01";" ";" ";" "
"12:49:54.984408";"+0000.01";" ";" ";" "
"12:49:55.014598";"+0000.01";" ";" ";" "
"12:49:55.045659";"+0000.01";" ";" ";" "
"12:49:55.075576";"+0000.01";" ";" ";" "
"12:49:55.106185";"+0000.01";" ";" ";" "
"12:49:55.136685";"+0000.01";" ";" ";" "
"12:49:55.167664";"+0000.01";" ";" ";" "
"12:49:55.198362";"+0000.01";" ";" ";" "
"12:49:55.229202";"+0000.01";" ";" ";" "
"12:49:55.260814";"+0000.01";" ";" ";" "
"12:49:55.292217";"+0000.01";" ";" ";" "
"12:49:55.323454";"+0000.01";" ";" ";" "
"12:49:55.354313";"+0000.01";" ";" ";" "
"12:49:55.387852";"+0000.01";" ";" ";" "
"12:49:55.428666";"+0000.01";" ";" ";" "
"12:49:55.459046";"+0000.01";" ";" ";" "
"12:49:55.490334";"+0000.01";" ";" ";" "
"12:49:55.522956";"+0000.01";" ";" ";" "
"12:49:55.552922";"+0000.01";" ";" ";" "
"12:49:55.584015";"+0000.01";" ";" ";" "
"12:49:55.615342";"+0000.01";" ";" ";" "
"12:49:55.646435";"+0000.01";" ";" ";" "
"12:49:55.676750";"+0000.01";" ";" ";" "
"12:49:55.707995";"+0000.01";" ";" ";" "
"12:49:55.738443";"+0000.01";" ";" ";" "
"12:49:55.769285";"+0000.01";" ";" ";" "
"12:49:55.800741";"+0000.01";" ";" ";" "
"12:49:55.831402";"+0000.01";" ";" ";" "
"12:49:55.861996";"+0000.01";" ";" ";" "
"12:49:55.891973";"+0000.01";" ";" ";" "
"12:49:55.922061";"+0000.01";" ";" ";" "
"12:49:55.952209";"+0000.01";" ";" ";" "
"12:49:55.982641";"+0000.01";" ";" ";" "
"12:49:56.013482";"+0000.01";" ";" ";" "
"12:49:56.044442";"+0000.01";" ";" ";" "
"12:49:56.074925";"+0000.01";" ";" ";" "
"12:49:56.106627";"+0000.01";" ";" ";" "
"12:49:56.138272";"+0000.01";" ";" ";" "
"12:49:56.170128";"+0000.01";" ";" ";" "
"12:49:56.200544";"+0000.01";" ";" ";" "
"12:49:56.234288";"+0000.01";" ";" ";" "
"12:49:56.265140";"+0000.01";" ";" ";" "
"12:49:56.295482";"+0000.01";" ";" ";" "
"12:49:56.327705";"+0000.01";" ";" ";" "
"12:49:56.358291";"+0000.01";" ";" ";" "
"12:49:56.390777";"+0000.01";" ";" ";" "
"12:49:56.420958";"+0000.01";" ";" ";" "
"12:49:56.451071";"+0000.01";" ";" ";" "
"12:49:56.481810";"+0000.01";" ";" ";" "
"12:49:56.513826";"+0000.01";" ";" ";" "
"12:49:56.545971";"+0000.01";" ";" ";" "
"12:49:56.577609";"+0000.01";" ";" ";" "
"12:49:56.609510";"+0000.01";" ";" ";" "
"12:49:56.639982";"+0000.01";" ";" ";" "
