"Hora";"Distancia";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
"15:28:04.263893";"+0007.47";" ";" ";" "
"15:28:04.294304";"+0007.47";" ";" ";" "
"15:28:04.324448";"+0007.47";" ";" ";" "
"15:28:04.353924";"+0007.47";" ";" ";" "
"15:28:04.383229";"+0007.47";" ";" ";" "
"15:28:04.413655";"+0007.47";" ";" ";" "
"15:28:04.442797";"+0007.47";" ";" ";" "
"15:28:04.472874";"+0007.47";" ";" ";" "
"15:28:04.503108";"+0007.47";" ";" ";" "
"15:28:04.532150";"+0007.47";" ";" ";" "
"15:28:04.562609";"+0007.47";" ";" ";" "
"15:28:04.592693";"+0007.47";" ";" ";" "
"15:28:04.622196";"+0007.47";" ";" ";" "
"15:28:04.686954";"+0007.47";" ";" ";" "
"15:28:04.718015";"+0007.47";" ";" ";" "
"15:28:04.748346";"+0007.47";" ";" ";" "
"15:28:04.777264";"+0007.47";" ";" ";" "
"15:28:04.807986";"+0007.47";" ";" ";" "
"15:28:04.838510";"+0007.47";" ";" ";" "
"15:28:04.868374";"+0007.47";" ";" ";" "
"15:28:04.898425";"+0007.47";" ";" ";" "
"15:28:04.928339";"+0007.47";" ";" ";" "
"15:28:04.992989";"+0007.47";" ";" ";" "
"15:28:05.022451";"+0007.47";" ";" ";" "
"15:28:05.052368";"+0007.47";" ";" ";" "
"15:28:05.081976";"+0007.47";" ";" ";" "
"15:28:05.111503";"+0007.47";" ";" ";" "
"15:28:05.141484";"+0007.47";" ";" ";" "
"15:28:05.172092";"+0007.47";" ";" ";" "
"15:28:05.201024";"+0007.47";" ";" ";" "
"15:28:05.230929";"+0007.47";" ";" ";" "
"15:28:05.261749";"+0007.47";" ";" ";" "
"15:28:05.291090";"+0007.47";" ";" ";" "
"15:28:05.320408";"+0007.47";" ";" ";" "
"15:28:05.350331";"+0007.47";" ";" ";" "
"15:28:05.379964";"+0007.47";" ";" ";" "
"15:28:05.409648";"+0007.47";" ";" ";" "
"15:28:05.440139";"+0007.47";" ";" ";" "
"15:28:05.469854";"+0007.47";" ";" ";" "
"15:28:05.499765";"+0007.47";" ";" ";" "
"15:28:05.529509";"+0007.47";" ";" ";" "
"15:28:05.558950";"+0007.47";" ";" ";" "
"15:28:05.588394";"+0007.47";" ";" ";" "
"15:28:05.617309";"+0007.47";" ";" ";" "
"15:28:05.646684";"+0007.47";" ";" ";" "
"15:28:05.676141";"+0007.47";" ";" ";" "
"15:28:05.706508";"+0007.47";" ";" ";" "
"15:28:05.736490";"+0007.47";" ";" ";" "
