"Hora";"Distancia";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
"10:18:01.834512";"+0000.00";" ";" ";" "
"10:18:01.864296";"+0000.00";" ";" ";" "
"10:18:01.894298";"+0000.00";" ";" ";" "
"10:18:01.923924";"+0000.00";" ";" ";" "
"10:18:01.954385";"+0000.00";" ";" ";" "
"10:18:01.984309";"+0000.00";" ";" ";" "
"10:18:02.013489";"+0000.00";" ";" ";" "
"10:18:02.044400";"+0000.00";" ";" ";" "
"10:18:02.074832";"+0000.00";" ";" ";" "
"10:18:02.104010";"+0000.00";" ";" ";" "
"10:18:02.134056";"+0000.00";" ";" ";" "
"10:18:02.163290";"+0000.00";" ";" ";" "
"10:18:02.193807";"+0000.00";" ";" ";" "
"10:18:02.259023";"+0000.00";" ";" ";" "
"10:18:02.289247";"+0000.00";" ";" ";" "
"10:18:02.318664";"+0000.00";" ";" ";" "
"10:18:02.348204";"+0000.00";" ";" ";" "
"10:18:02.377088";"+0000.00";" ";" ";" "
"10:18:02.406153";"+0000.01";" ";" ";" "
"10:18:02.436120";"+0000.01";" ";" ";" "
"10:18:02.466003";"+0000.00";" ";" ";" "
"10:18:02.495788";"+0000.01";" ";" ";" "
"10:18:02.526118";"+0000.00";" ";" ";" "
"10:18:02.555079";"+0000.00";" ";" ";" "
"10:18:02.585651";"+0000.00";" ";" ";" "
"10:18:02.615074";"+0000.00";" ";" ";" "
"10:18:02.644072";"+0000.00";" ";" ";" "
"10:18:02.673356";"+0000.00";" ";" ";" "
"10:18:02.703583";"+0000.00";" ";" ";" "
"10:18:02.732759";"+0000.00";" ";" ";" "
"10:18:02.763135";"+0000.00";" ";" ";" "
"10:18:02.794568";"+0000.00";" ";" ";" "
"10:18:02.823886";"+0000.00";" ";" ";" "
"10:18:02.853263";"+0000.00";" ";" ";" "
"10:18:02.883511";"+0000.00";" ";" ";" "
"10:18:02.913632";"+0000.00";" ";" ";" "
"10:18:02.942938";"+0000.00";" ";" ";" "
"10:18:02.972486";"+0000.00";" ";" ";" "
"10:18:03.002451";"+0000.00";" ";" ";" "
"10:18:03.032511";"+0000.00";" ";" ";" "
"10:18:03.062176";"+0000.00";" ";" ";" "
"10:18:03.091602";"+0000.00";" ";" ";" "
"10:18:03.122528";"+0000.00";" ";" ";" "
"10:18:03.151114";"+0000.00";" ";" ";" "
"10:18:03.181122";"+0000.00";" ";" ";" "
"10:18:03.211684";"+0000.00";" ";" ";" "
"10:18:03.241797";"+0000.00";" ";" ";" "
"10:18:03.272334";"+0000.00";" ";" ";" "
"10:18:03.301431";"+0000.00";" ";" ";" "
"10:18:03.330536";"+0000.00";" ";" ";" "
"10:18:03.360312";"+0000.00";" ";" ";" "
"10:18:03.390040";"+0000.00";" ";" ";" "
"10:18:03.419019";"+0000.01";" ";" ";" "
"10:18:03.448596";"+0000.00";" ";" ";" "
"10:18:03.478680";"+0000.00";" ";" ";" "
"10:18:03.508665";"+0000.01";" ";" ";" "
"10:18:03.559468";"+0000.00";" ";" ";" "
"10:18:03.588763";"+0000.00";" ";" ";" "
"10:18:03.618958";"+0000.00";" ";" ";" "
"10:18:03.649005";"+0000.00";" ";" ";" "
"10:18:03.679370";"+0000.00";" ";" ";" "
"10:18:03.709017";"+0000.00";" ";" ";" "
"10:18:03.739292";"+0000.00";" ";" ";" "
"10:18:03.768364";"+0000.00";" ";" ";" "
"10:18:03.797701";"+0000.00";" ";" ";" "
"10:18:03.826790";"+0000.00";" ";" ";" "
"10:18:03.856332";"+0000.00";" ";" ";" "
"10:18:03.887264";"+0000.00";" ";" ";" "
"10:18:03.917472";"+0000.00";" ";" ";" "
"10:18:03.946858";"+0000.00";" ";" ";" "
"10:18:03.976157";"+0000.00";" ";" ";" "
"10:18:04.005808";"+0000.00";" ";" ";" "
"10:18:04.036216";"+0000.00";" ";" ";" "
"10:18:04.066051";"+0000.00";" ";" ";" "
"10:18:04.096007";"+0000.00";" ";" ";" "
"10:18:04.126145";"+0000.00";" ";" ";" "
"10:18:04.156216";"+0000.00";" ";" ";" "
"10:18:04.185805";"+0000.00";" ";" ";" "
"10:18:04.215803";"+0000.00";" ";" ";" "
"10:18:04.245155";"+0000.00";" ";" ";" "
"10:18:04.274877";"+0000.00";" ";" ";" "
"10:18:04.305228";"+0000.00";" ";" ";" "
"10:18:04.334368";"+0000.00";" ";" ";" "
"10:18:04.365448";"+0000.00";" ";" ";" "
"10:18:04.395526";"+0000.00";" ";" ";" "
"10:18:04.425966";"+0000.01";" ";" ";" "
"10:18:04.455246";"+0000.00";" ";" ";" "
"10:18:04.484487";"+0000.00";" ";" ";" "
"10:18:04.514148";"+0000.01";" ";" ";" "
"10:18:04.543503";"+0000.00";" ";" ";" "
"10:18:04.573203";"+0000.00";" ";" ";" "
"10:18:04.602245";"+0000.00";" ";" ";" "
"10:18:04.631936";"+0000.00";" ";" ";" "
"10:18:04.662136";"+0000.00";" ";" ";" "
"10:18:04.691894";"+0000.00";" ";" ";" "
"10:18:04.721084";"+0000.00";" ";" ";" "
"10:18:04.750845";"+0000.00";" ";" ";" "
"10:18:04.781392";"+0000.00";" ";" ";" "
"10:18:04.810455";"+0000.00";" ";" ";" "
"10:18:04.840330";"+0000.00";" ";" ";" "
"10:18:04.869520";"+0000.00";" ";" ";" "
"10:18:04.900934";"+0000.00";" ";" ";" "
"10:18:04.931090";"+0000.00";" ";" ";" "
"10:18:04.960915";"+0000.00";" ";" ";" "
"10:18:04.989848";"+0000.00";" ";" ";" "
"10:18:05.019675";"+0000.00";" ";" ";" "
"10:18:05.049418";"+0000.00";" ";" ";" "
"10:18:05.079944";"+0000.00";" ";" ";" "
"10:18:05.109474";"+0000.00";" ";" ";" "
"10:18:05.139707";"+0000.00";" ";" ";" "
"10:18:05.169535";"+0000.00";" ";" ";" "
"10:18:05.199895";"+0000.00";" ";" ";" "
"10:18:05.229262";"+0000.00";" ";" ";" "
"10:18:05.260249";"+0000.00";" ";" ";" "
