"Hora";"Distancia";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
"10:17:38.353799";"+0000.01";" ";" ";" "
"10:17:38.383863";"+0000.01";" ";" ";" "
"10:17:38.413554";"+0000.01";" ";" ";" "
"10:17:38.442868";"+0000.01";" ";" ";" "
"10:17:38.471980";"+0000.01";" ";" ";" "
"10:17:38.501572";"+0000.01";" ";" ";" "
"10:17:38.532241";"+0000.01";" ";" ";" "
"10:17:38.562512";"+0000.01";" ";" ";" "
"10:17:38.591988";"+0000.01";" ";" ";" "
"10:17:38.621705";"+0000.01";" ";" ";" "
"10:17:38.651224";"+0000.01";" ";" ";" "
"10:17:38.681209";"+0000.01";" ";" ";" "
"10:17:38.711609";"+0000.01";" ";" ";" "
"10:17:38.779183";"+0000.01";" ";" ";" "
"10:17:38.809034";"+0000.01";" ";" ";" "
"10:17:38.838353";"+0000.01";" ";" ";" "
"10:17:38.867577";"+0000.01";" ";" ";" "
"10:17:38.897918";"+0000.01";" ";" ";" "
"10:17:38.928254";"+0000.01";" ";" ";" "
"10:17:38.957418";"+0000.01";" ";" ";" "
"10:17:39.022300";"+0000.01";" ";" ";" "
"10:17:39.052014";"+0000.01";" ";" ";" "
"10:17:39.081562";"+0000.01";" ";" ";" "
"10:17:39.110779";"+0000.01";" ";" ";" "
"10:17:39.140405";"+0000.01";" ";" ";" "
"10:17:39.170272";"+0000.01";" ";" ";" "
"10:17:39.199395";"+0000.01";" ";" ";" "
"10:17:39.228533";"+0000.01";" ";" ";" "
"10:17:39.258132";"+0000.01";" ";" ";" "
"10:17:39.287780";"+0000.01";" ";" ";" "
"10:17:39.316884";"+0000.01";" ";" ";" "
"10:17:39.346941";"+0000.01";" ";" ";" "
"10:17:39.375884";"+0000.01";" ";" ";" "
"10:17:39.404886";"+0000.01";" ";" ";" "
"10:17:39.435556";"+0000.01";" ";" ";" "
"10:17:39.464821";"+0000.01";" ";" ";" "
"10:17:39.494730";"+0000.01";" ";" ";" "
"10:17:39.526564";"+0000.01";" ";" ";" "
"10:17:39.555669";"+0000.01";" ";" ";" "
"10:17:39.586135";"+0000.01";" ";" ";" "
"10:17:39.615044";"+0000.01";" ";" ";" "
"10:17:39.644462";"+0000.01";" ";" ";" "
"10:17:39.675334";"+0000.01";" ";" ";" "
"10:17:39.704264";"+0000.01";" ";" ";" "
"10:17:39.734541";"+0000.01";" ";" ";" "
"10:17:39.763717";"+0000.01";" ";" ";" "
"10:17:39.792831";"+0000.01";" ";" ";" "
"10:17:39.822490";"+0000.01";" ";" ";" "
"10:17:39.852593";"+0000.01";" ";" ";" "
"10:17:39.882945";"+0000.01";" ";" ";" "
"10:17:39.912242";"+0000.01";" ";" ";" "
"10:17:39.942995";"+0000.01";" ";" ";" "
"10:17:39.971939";"+0000.01";" ";" ";" "
"10:17:40.001664";"+0000.01";" ";" ";" "
"10:17:40.031103";"+0000.01";" ";" ";" "
"10:17:40.061011";"+0000.01";" ";" ";" "
"10:17:40.090578";"+0000.01";" ";" ";" "
"10:17:40.120928";"+0000.01";" ";" ";" "
"10:17:40.150067";"+0000.01";" ";" ";" "
"10:17:40.179314";"+0000.01";" ";" ";" "
"10:17:40.208376";"+0000.01";" ";" ";" "
"10:17:40.237918";"+0000.01";" ";" ";" "
"10:17:40.268989";"+0000.01";" ";" ";" "
"10:17:40.297729";"+0000.01";" ";" ";" "
"10:17:40.327540";"+0000.01";" ";" ";" "
"10:17:40.357274";"+0000.01";" ";" ";" "
"10:17:40.387516";"+0000.01";" ";" ";" "
"10:17:40.416891";"+0000.01";" ";" ";" "
"10:17:40.446397";"+0000.01";" ";" ";" "
"10:17:40.476919";"+0000.01";" ";" ";" "
"10:17:40.506727";"+0000.01";" ";" ";" "
"10:17:40.536645";"+0000.01";" ";" ";" "
"10:17:40.566264";"+0000.01";" ";" ";" "
"10:17:40.596878";"+0000.01";" ";" ";" "
"10:17:40.626184";"+0000.01";" ";" ";" "
"10:17:40.655916";"+0000.01";" ";" ";" "
"10:17:40.685299";"+0000.01";" ";" ";" "
"10:17:40.714894";"+0000.01";" ";" ";" "
"10:17:40.745044";"+0000.01";" ";" ";" "
"10:17:40.774723";"+0000.01";" ";" ";" "
"10:17:40.804159";"+0000.01";" ";" ";" "
"10:17:40.833805";"+0000.01";" ";" ";" "
"10:17:40.863642";"+0000.01";" ";" ";" "
"10:17:40.893941";"+0000.01";" ";" ";" "
"10:17:40.922897";"+0000.01";" ";" ";" "
"10:17:40.952811";"+0000.01";" ";" ";" "
"10:17:40.982306";"+0000.01";" ";" ";" "
"10:17:41.011358";"+0000.01";" ";" ";" "
"10:17:41.041642";"+0000.01";" ";" ";" "
"10:17:41.070768";"+0000.01";" ";" ";" "
"10:17:41.100612";"+0000.01";" ";" ";" "
"10:17:41.131566";"+0000.01";" ";" ";" "
"10:17:41.160275";"+0000.01";" ";" ";" "
"10:17:41.190720";"+0000.01";" ";" ";" "
"10:17:41.220368";"+0034.51";" ";" ";" "
"10:17:41.250009";"+0000.01";" ";" ";" "
"10:17:41.279366";"+0000.00";" ";" ";" "
"10:17:41.308979";"+0000.00";" ";" ";" "
"10:17:41.338486";"+0000.00";" ";" ";" "
"10:17:41.368397";"+0000.00";" ";" ";" "
"10:17:41.399309";"+0000.00";" ";" ";" "
"10:17:41.429812";"+0000.00";" ";" ";" "
"10:17:41.459202";"+0000.00";" ";" ";" "
"10:17:41.488322";"+0000.00";" ";" ";" "
"10:17:41.519159";"+0000.00";" ";" ";" "
"10:17:41.548126";"+0000.00";" ";" ";" "
"10:17:41.578871";"+0000.00";" ";" ";" "
"10:17:41.608248";"+0000.00";" ";" ";" "
"10:17:41.638609";"+0000.00";" ";" ";" "
"10:17:41.668813";"+0000.00";" ";" ";" "
"10:17:41.698326";"+0000.00";" ";" ";" "
"10:17:41.735670";"+0000.00";" ";" ";" "
"10:17:41.766024";"+0000.00";" ";" ";" "
"10:17:41.795942";"+0000.00";" ";" ";" "
"10:17:41.826392";"+0000.00";" ";" ";" "
"10:17:41.856555";"+0000.00";" ";" ";" "
"10:17:41.885305";"+0000.00";" ";" ";" "
"10:17:41.916159";"+0000.00";" ";" ";" "
"10:17:41.946117";"+0000.00";" ";" ";" "
"10:17:41.976480";"+0000.00";" ";" ";" "
"10:17:42.005975";"+0000.00";" ";" ";" "
"10:17:42.035367";"+0000.00";" ";" ";" "
"10:17:42.065496";"+0000.00";" ";" ";" "
"10:17:42.095644";"+0000.00";" ";" ";" "
"10:17:42.124844";"+0000.00";" ";" ";" "
"10:17:42.153821";"+0000.00";" ";" ";" "
"10:17:42.182949";"+0000.01";" ";" ";" "
"10:17:42.212604";"+0000.01";" ";" ";" "
"10:17:42.242890";"+0000.00";" ";" ";" "
"10:17:42.272657";"+0000.00";" ";" ";" "
"10:17:42.301415";"+0000.01";" ";" ";" "
"10:17:42.332293";"+0000.00";" ";" ";" "
"10:17:42.361435";"+0000.00";" ";" ";" "
"10:17:42.392714";"+0000.00";" ";" ";" "
"10:17:42.421637";"+0000.00";" ";" ";" "
"10:17:42.451522";"+0000.00";" ";" ";" "
"10:17:42.481412";"+0000.00";" ";" ";" "
"10:17:42.511281";"+0000.00";" ";" ";" "
"10:17:42.541645";"+0000.00";" ";" ";" "
"10:17:42.571033";"+0000.00";" ";" ";" "
"10:17:42.601347";"+0000.00";" ";" ";" "
"10:17:42.631109";"+0000.00";" ";" ";" "
"10:17:42.661587";"+0000.00";" ";" ";" "
"10:17:42.691209";"+0000.00";" ";" ";" "
"10:17:42.721528";"+0000.00";" ";" ";" "
"10:17:42.752376";"+0000.00";" ";" ";" "
"10:17:42.781608";"+0000.00";" ";" ";" "
"10:17:42.810305";"+0000.00";" ";" ";" "
"10:17:42.840021";"+0000.00";" ";" ";" "
"10:17:42.869641";"+0000.00";" ";" ";" "
"10:17:42.907861";"+0000.00";" ";" ";" "
"10:17:42.937207";"+0000.00";" ";" ";" "
"10:17:42.966586";"+0000.00";" ";" ";" "
"10:17:42.996203";"+0000.00";" ";" ";" "
"10:17:43.026296";"+0000.00";" ";" ";" "
"10:17:43.055895";"+0000.00";" ";" ";" "
"10:17:43.085574";"+0000.00";" ";" ";" "
"10:17:43.116215";"+0000.00";" ";" ";" "
"10:17:43.145641";"+0000.00";" ";" ";" "
"10:17:43.175476";"+0000.00";" ";" ";" "
"10:17:43.204926";"+0000.01";" ";" ";" "
"10:17:43.234321";"+0000.00";" ";" ";" "
"10:17:43.264363";"+0000.00";" ";" ";" "
"10:17:43.294339";"+0000.01";" ";" ";" "
"10:17:43.323462";"+0000.01";" ";" ";" "
"10:17:43.353602";"+0000.00";" ";" ";" "
"10:17:43.383113";"+0000.00";" ";" ";" "
"10:17:43.412910";"+0000.00";" ";" ";" "
"10:17:43.441908";"+0000.00";" ";" ";" "
"10:17:43.471497";"+0000.00";" ";" ";" "
"10:17:43.501807";"+0000.00";" ";" ";" "
"10:17:43.531265";"+0000.00";" ";" ";" "
"10:17:43.560347";"+0000.00";" ";" ";" "
"10:17:43.590207";"+0000.00";" ";" ";" "
"10:17:43.620574";"+0000.00";" ";" ";" "
"10:17:43.650514";"+0000.00";" ";" ";" "
"10:17:43.680395";"+0000.00";" ";" ";" "
"10:17:43.709783";"+0000.00";" ";" ";" "
"10:17:43.739715";"+0000.00";" ";" ";" "
"10:17:43.768848";"+0000.00";" ";" ";" "
"10:17:43.798825";"+0000.00";" ";" ";" "
"10:17:43.828407";"+0000.00";" ";" ";" "
"10:17:43.858134";"+0000.00";" ";" ";" "
"10:17:43.887647";"+0000.00";" ";" ";" "
"10:17:43.917786";"+0000.00";" ";" ";" "
"10:17:43.947972";"+0000.00";" ";" ";" "
"10:17:43.977434";"+0000.00";" ";" ";" "
"10:17:44.008001";"+0000.00";" ";" ";" "
"10:17:44.037293";"+0000.00";" ";" ";" "
"10:17:44.066828";"+0000.00";" ";" ";" "
"10:17:44.096870";"+0000.00";" ";" ";" "
"10:17:44.125909";"+0000.00";" ";" ";" "
"10:17:44.155788";"+0000.00";" ";" ";" "
"10:17:44.185723";"+0000.00";" ";" ";" "
"10:17:44.216815";"+0000.01";" ";" ";" "
"10:17:44.246807";"+0000.00";" ";" ";" "
"10:17:44.276463";"+0000.00";" ";" ";" "
"10:17:44.306348";"+0000.01";" ";" ";" "
"10:17:44.337146";"+0000.00";" ";" ";" "
"10:17:44.366368";"+0000.00";" ";" ";" "
"10:17:44.397171";"+0000.00";" ";" ";" "
"10:17:44.427667";"+0000.00";" ";" ";" "
"10:17:44.474696";"+0000.00";" ";" ";" "
"10:17:44.504659";"+0000.00";" ";" ";" "
"10:17:44.534488";"+0000.00";" ";" ";" "
"10:17:44.565003";"+0000.00";" ";" ";" "
"10:17:44.594166";"+0000.00";" ";" ";" "
"10:17:44.624694";"+0000.00";" ";" ";" "
"10:17:44.653879";"+0000.00";" ";" ";" "
"10:17:44.683832";"+0000.00";" ";" ";" "
"10:17:44.713099";"+0000.00";" ";" ";" "
"10:17:44.743191";"+0000.00";" ";" ";" "
"10:17:44.773102";"+0000.00";" ";" ";" "
"10:17:44.802365";"+0000.00";" ";" ";" "
"10:17:44.832015";"+0000.00";" ";" ";" "
"10:17:44.861087";"+0000.00";" ";" ";" "
"10:17:44.890975";"+0000.00";" ";" ";" "
"10:17:44.921232";"+0000.00";" ";" ";" "
"10:17:44.950072";"+0000.00";" ";" ";" "
"10:17:44.979236";"+0000.00";" ";" ";" "
"10:17:45.009961";"+0000.00";" ";" ";" "
"10:17:45.039349";"+0000.00";" ";" ";" "
"10:17:45.068429";"+0000.00";" ";" ";" "
"10:17:45.097875";"+0000.00";" ";" ";" "
"10:17:45.127929";"+0000.00";" ";" ";" "
"10:17:45.157732";"+0000.00";" ";" ";" "
"10:17:45.187666";"+0000.00";" ";" ";" "
"10:17:45.216486";"+0000.01";" ";" ";" "
"10:17:45.245729";"+0000.00";" ";" ";" "
"10:17:45.275118";"+0000.00";" ";" ";" "
"10:17:45.305199";"+0000.00";" ";" ";" "
"10:17:45.334862";"+0000.01";" ";" ";" "
"10:17:45.364185";"+0000.00";" ";" ";" "
"10:17:45.394192";"+0000.00";" ";" ";" "
"10:17:45.424029";"+0000.00";" ";" ";" "
"10:17:45.452758";"+0000.00";" ";" ";" "
"10:17:45.482071";"+0000.00";" ";" ";" "
"10:17:45.512095";"+0000.00";" ";" ";" "
"10:17:45.541576";"+0000.00";" ";" ";" "
"10:17:45.570939";"+0000.00";" ";" ";" "
"10:17:45.600093";"+0000.00";" ";" ";" "
"10:17:45.629897";"+0000.00";" ";" ";" "
"10:17:45.661035";"+0000.00";" ";" ";" "
"10:17:45.690240";"+0000.00";" ";" ";" "
"10:17:45.720057";"+0000.00";" ";" ";" "
"10:17:45.749309";"+0000.00";" ";" ";" "
"10:17:45.778562";"+0000.00";" ";" ";" "
"10:17:45.823679";"+0000.00";" ";" ";" "
