"Hora";"Distancia";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
"10:18:09.823385";"+0000.00";" ";" ";" "
"10:18:09.854053";"+0000.00";" ";" ";" "
"10:18:09.883839";"+0000.00";" ";" ";" "
"10:18:09.914455";"+0000.00";" ";" ";" "
"10:18:09.943489";"+0000.00";" ";" ";" "
"10:18:09.973066";"+0000.00";" ";" ";" "
"10:18:10.003086";"+0000.00";" ";" ";" "
"10:18:10.033093";"+0000.00";" ";" ";" "
"10:18:10.062336";"+0000.00";" ";" ";" "
"10:18:10.092122";"+0000.00";" ";" ";" "
"10:18:10.122815";"+0000.00";" ";" ";" "
"10:18:10.152588";"+0000.00";" ";" ";" "
"10:18:10.183002";"+0000.00";" ";" ";" "
"10:18:10.258868";"+0000.00";" ";" ";" "
"10:18:10.289964";"+0000.00";" ";" ";" "
"10:18:10.319514";"+0000.00";" ";" ";" "
"10:18:10.349600";"+0000.00";" ";" ";" "
"10:18:10.378933";"+0000.00";" ";" ";" "
"10:18:10.409963";"+0000.00";" ";" ";" "
"10:18:10.439309";"+0000.00";" ";" ";" "
"10:18:10.468463";"+0000.00";" ";" ";" "
"10:18:10.497875";"+0000.00";" ";" ";" "
"10:18:10.527416";"+0000.00";" ";" ";" "
"10:18:10.556586";"+0000.00";" ";" ";" "
"10:18:10.587323";"+0000.01";" ";" ";" "
"10:18:10.616714";"+0000.00";" ";" ";" "
"10:18:10.646421";"+0000.00";" ";" ";" "
"10:18:10.675808";"+0000.00";" ";" ";" "
"10:18:10.705965";"+0000.00";" ";" ";" "
"10:18:10.735372";"+0000.00";" ";" ";" "
"10:18:10.766468";"+0000.00";" ";" ";" "
"10:18:10.795564";"+0000.00";" ";" ";" "
"10:18:10.825033";"+0000.00";" ";" ";" "
"10:18:10.854334";"+0000.00";" ";" ";" "
"10:18:10.883963";"+0000.00";" ";" ";" "
"10:18:10.913213";"+0000.00";" ";" ";" "
"10:18:10.942611";"+0000.00";" ";" ";" "
"10:18:10.972800";"+0000.00";" ";" ";" "
"10:18:11.002076";"+0000.00";" ";" ";" "
"10:18:11.031156";"+0000.00";" ";" ";" "
"10:18:11.060912";"+0000.00";" ";" ";" "
"10:18:11.089768";"+0000.01";" ";" ";" "
"10:18:11.119102";"+0000.01";" ";" ";" "
"10:18:11.150091";"+0000.00";" ";" ";" "
"10:18:11.179225";"+0000.00";" ";" ";" "
"10:18:11.207795";"+0000.00";" ";" ";" "
"10:18:11.238501";"+0000.00";" ";" ";" "
"10:18:11.267483";"+0000.00";" ";" ";" "
"10:18:11.297559";"+0000.00";" ";" ";" "
"10:18:11.326927";"+0000.00";" ";" ";" "
"10:18:11.357069";"+0000.00";" ";" ";" "
"10:18:11.386168";"+0000.00";" ";" ";" "
"10:18:11.415754";"+0000.02";" ";" ";" "
"10:18:11.444773";"+0000.00";" ";" ";" "
"10:18:11.474325";"+0000.00";" ";" ";" "
"10:18:11.503999";"+0000.00";" ";" ";" "
"10:18:11.533848";"+0000.00";" ";" ";" "
"10:18:11.564426";"+0000.00";" ";" ";" "
"10:18:11.593303";"+0000.00";" ";" ";" "
"10:18:11.624275";"+0000.01";" ";" ";" "
"10:18:11.653226";"+0000.00";" ";" ";" "
"10:18:11.682366";"+0000.00";" ";" ";" "
"10:18:11.725331";"+0000.00";" ";" ";" "
"10:18:11.758934";"+0000.00";" ";" ";" "
"10:18:11.788240";"+0000.00";" ";" ";" "
"10:18:11.818447";"+0000.00";" ";" ";" "
"10:18:11.847905";"+0000.00";" ";" ";" "
"10:18:11.877391";"+0000.00";" ";" ";" "
"10:18:11.908364";"+0000.00";" ";" ";" "
"10:18:11.937077";"+0000.00";" ";" ";" "
"10:18:11.967416";"+0000.00";" ";" ";" "
"10:18:11.997109";"+0000.00";" ";" ";" "
"10:18:12.028139";"+0000.00";" ";" ";" "
"10:18:12.057223";"+0000.00";" ";" ";" "
"10:18:12.087041";"+0000.00";" ";" ";" "
"10:18:12.116993";"+0000.00";" ";" ";" "
"10:18:12.145837";"+0000.01";" ";" ";" "
"10:18:12.176700";"+0000.00";" ";" ";" "
"10:18:12.205820";"+0000.00";" ";" ";" "
"10:18:12.235452";"+0000.00";" ";" ";" "
"10:18:12.264961";"+0000.00";" ";" ";" "
"10:18:12.295138";"+0000.00";" ";" ";" "
"10:18:12.325861";"+0000.00";" ";" ";" "
"10:18:12.355090";"+0000.00";" ";" ";" "
"10:18:12.384617";"+0000.00";" ";" ";" "
"10:18:12.413845";"+0000.00";" ";" ";" "
"10:18:12.442884";"+0000.00";" ";" ";" "
"10:18:12.473936";"+0000.00";" ";" ";" "
"10:18:12.503728";"+0000.00";" ";" ";" "
"10:18:12.532916";"+0000.00";" ";" ";" "
"10:18:12.562407";"+0000.00";" ";" ";" "
"10:18:12.591588";"+0000.00";" ";" ";" "
"10:18:12.621676";"+0000.01";" ";" ";" "
"10:18:12.651200";"+0000.00";" ";" ";" "
"10:18:12.680587";"+0000.00";" ";" ";" "
"10:18:12.709697";"+0000.00";" ";" ";" "
"10:18:12.740290";"+0000.00";" ";" ";" "
"10:18:12.770626";"+0000.00";" ";" ";" "
"10:18:12.800102";"+0000.00";" ";" ";" "
"10:18:12.828986";"+0000.00";" ";" ";" "
