Hora;Minuto;Segundo;Tiempo de retardo de toma de datos [ms];;Distancia
15;30;17.224.779;29.972; ;+0008.92
15;30;17.254.751;31.370; ;+0008.92
15;30;17.286.121;30.840; ;+0008.92
15;30;17.316.961;32.073; ;+0008.92
15;30;17.349.034;31.185; ;+0008.92
15;30;17.380.219;31.457; ;+0008.92
15;30;17.411.676;31.761; ;+0008.92
15;30;17.443.437;31.517; ;+0008.92
15;30;17.474.954;30.704; ;+0008.92
15;30;17.505.658;29.359; ;+0008.92
15;30;17.535.017;31.391; ;+0008.92
15;30;17.566.408;31.405; ;+0008.92
15;30;17.597.813;29.596; ;+0008.92
15;30;17.627.409;30.552; ;+0008.92
15;30;17.657.961;29.524; ;+0008.92
15;30;17.687.485;30.767; ;+0008.92
15;30;17.718.252;30.540; ;+0008.92
15;30;17.748.792;30.196; ;+0008.92
15;30;17.778.988;30.234; ;+0008.92
15;30;17.809.222;30.286; ;+0008.92
15;30;17.839.508;29.559; ;+0008.92
15;30;17.869.067;30.747; ;+0008.92
15;30;17.899.814;32.019; ;+0008.92
15;30;17.931.833;29.733; ;+0008.92
15;30;17.961.566;31.269; ;+0008.92
15;30;17.992.835;31.096; ;+0008.92
15;30;18.023.931;29.631; ;+0008.92
15;30;18.053.562;30.399; ;+0008.92
15;30;18.083.961;31.734; ;+0008.92
15;30;18.115.695;29.180; ;+0008.92
15;30;18.144.875;30.617; ;+0008.92
15;30;18.175.492;29.773; ;+0008.92
15;30;18.205.265;30.577; ;+0008.92
15;30;18.235.842;30.185; ;+0008.92
15;30;18.266.027;29.964; ;+0008.92
15;30;18.295.991;29.402; ;+0008.92
15;30;18.325.393;30.572; ;+0008.92
15;30;18.355.965;29.963; ;+0008.92
15;30;18.385.928;30.103; ;+0008.92
15;30;18.416.031;29.617; ;+0008.92
15;30;18.445.648;29.818; ;+0008.92
15;30;18.475.466;30.475; ;+0008.92
15;30;18.505.941;30.302; ;+0008.92
15;30;18.536.243;66.447; ;+0008.92
15;30;18.602.690;-18.602.690; ;+0008.92
