Hora;Minuto;Segundo;Tiempo de retardo de toma de datos [ms];;Distancia
15;29;58.222.149;30.703; ;+0008.89
15;29;58.252.852;29.017; ;+0008.89
15;29;58.281.869;31.256; ;+0008.89
15;29;58.313.125;29.960; ;+0008.89
15;29;58.343.085;30.236; ;+0008.89
15;29;58.373.321;30.537; ;+0008.89
15;29;58.403.858;29.499; ;+0008.89
15;29;58.433.357;30.441; ;+0008.89
15;29;58.463.798;30.366; ;+0008.89
15;29;58.494.164;29.034; ;+0008.89
15;29;58.523.198;30.772; ;+0008.89
15;29;58.553.970;30.537; ;+0008.89
15;29;58.584.507;28.990; ;+0008.89
15;29;58.613.497;29.263; ;+0008.89
15;29;58.642.760;29.937; ;+0008.89
15;29;58.672.697;30.084; ;+0008.89
15;29;58.702.781;29.538; ;+0008.89
15;29;58.732.319;31.136; ;+0008.89
15;29;58.763.455;29.110; ;+0008.89
15;29;58.792.565;31.548; ;+0008.89
15;29;58.824.113;29.733; ;+0008.89
15;29;58.853.846;28.979; ;+0008.89
15;29;58.882.825;30.503; ;+0008.89
15;29;58.913.328;30.139; ;+0008.89
15;29;58.943.467;29.537; ;+0008.89
15;29;58.973.004;32.336; ;+0008.89
15;29;59.005.340;29.293; ;+0008.89
15;29;59.034.633;30.005; ;+0008.89
15;29;59.064.638;29.566; ;+0008.89
15;29;59.094.204;29.827; ;+0008.89
15;29;59.124.031;29.019; ;+0008.89
15;29;59.153.050;29.976; ;+0008.89
15;29;59.183.026;30.283; ;+0008.89
15;29;59.213.309;30.012; ;+0008.89
15;29;59.243.321;30.136; ;+0008.89
15;29;59.273.457;28.911; ;+0008.89
15;29;59.302.368;30.274; ;+0008.89
15;29;59.332.642;30.150; ;+0008.89
15;29;59.362.792;29.055; ;+0008.89
15;29;59.391.847;29.639; ;+0008.89
15;29;59.421.486;29.583; ;+0008.89
15;29;59.451.069;29.625; ;+0008.89
15;29;59.480.694;29.758; ;+0008.89
15;29;59.510.452;30.391; ;+0008.89
15;29;59.540.843;29.957; ;+0008.89
15;29;59.570.800;29.974; ;+0008.89
15;29;59.600.774;30.415; ;+0008.89
15;29;59.631.189;29.769; ;+0008.89
15;29;59.660.958;30.425; ;+0008.89
15;29;59.691.383;31.242; ;+0008.89
15;29;59.722.625;29.244; ;+0008.89
15;29;59.751.869;31.492; ;+0008.89
15;29;59.783.361;28.989; ;+0008.89
15;29;59.812.350;29.718; ;+0008.89
15;29;59.842.068;29.296; ;+0008.89
15;29;59.871.364;30.551; ;+0008.89
15;29;59.901.915;31.002; ;+0008.89
15;29;59.932.917;29.854; ;+0008.89
15;29;59.962.771;29.633; ;+0008.89
15;29;59.992.404;#¡VALOR!; ;+0008.89
15;30;00.022559;#¡VALOR!; ;+0008.89
15;30;00.051880;#¡VALOR!; ;+0008.89
15;30;00.081956;#¡VALOR!; ;+0008.89
15;30;00.111794;#¡VALOR!; ;+0008.89
15;30;00.141863;#¡VALOR!; ;+0008.89
15;30;00.170814;#¡VALOR!; ;+0008.89
15;30;00.200305;#¡VALOR!; ;+0008.89
15;30;00.230304;#¡VALOR!; ;+0008.89
15;30;00.260234;#¡VALOR!; ;+0008.89
15;30;00.291171;#¡VALOR!; ;+0008.89
15;30;00.321780;#¡VALOR!; ;+0008.89
15;30;00.350820;#¡VALOR!; ;+0008.89
15;30;00.381326;#¡VALOR!; ;+0008.89
15;30;00.411183;#¡VALOR!; ;+0008.89
15;30;00.441717;#¡VALOR!; ;+0008.89
15;30;00.472040;#¡VALOR!; ;+0008.89
15;30;00.502677;#¡VALOR!; ;+0008.89
15;30;00.532740;#¡VALOR!; ;+0008.89
15;30;00.562280;#¡VALOR!; ;+0008.89
15;30;00.590985;#¡VALOR!; ;+0008.89
15;30;00.620761;#¡VALOR!; ;+0008.89
15;30;00.650047;#¡VALOR!; ;+0008.89
15;30;00.679941;#¡VALOR!; ;+0008.89
15;30;00.709945;#¡VALOR!; ;+0008.89
15;30;00.739636;#¡VALOR!; ;+0008.89
15;30;00.769128;#¡VALOR!; ;+0008.89
15;30;00.800073;#¡VALOR!; ;+0008.89
15;30;00.829014;#¡VALOR!; ;+0008.89
15;30;00.858994;#¡VALOR!; ;+0008.89
15;30;00.895811;#¡VALOR!; ;+0008.89
15;30;00.924422;#¡VALOR!; ;+0008.89
15;30;00.954296;#¡VALOR!; ;+0008.89
15;30;00.984685;#¡VALOR!; ;+0008.89
15;30;1.014.265;29.002; ;+0008.89
15;30;1.043.267;29.379; ;+0008.89
15;30;1.072.646;28.832; ;+0008.89
15;30;1.101.478;30.518; ;+0008.89
15;30;1.131.996;30.497; ;+0008.89
15;30;1.162.493;29.501; ;+0008.89
15;30;1.191.994;30.693; ;+0008.89
15;30;1.222.687;29.292; ;+0008.89
15;30;1.251.979;29.602; ;+0008.89
15;30;1.281.581;29.434; ;+0008.89
15;30;1.311.015;30.074; ;+0008.89
15;30;1.341.089;29.809; ;+0008.89
15;30;1.370.898;30.354; ;+0008.89
15;30;1.401.252;30.421; ;+0008.89
15;30;1.431.673;29.366; ;+0008.89
15;30;1.461.039;29.791; ;+0008.89
15;30;1.490.830;29.493; ;+0008.89
15;30;1.520.323;29.579; ;+0008.89
15;30;1.549.902;30.246; ;+0008.89
15;30;1.580.148;29.366; ;+0008.89
15;30;1.609.514;29.221; ;+0008.89
15;30;1.638.735;29.002; ;+0008.89
15;30;1.667.737;29.363; ;+0008.89
15;30;1.697.100;31.619; ;+0008.89
15;30;1.728.719;29.423; ;+0008.89
15;30;1.758.142;30.591; ;+0008.89
15;30;1.788.733;30.033; ;+0008.89
15;30;1.818.766;31.286; ;+0008.89
15;30;1.850.052;29.423; ;+0008.89
15;30;1.879.475;29.667; ;+0008.89
15;30;1.909.142;32.095; ;+0008.89
15;30;1.941.237;29.226; ;+0008.89
15;30;1.970.463;29.253; ;+0008.89
15;30;1.999.716;29.830; ;+0008.89
15;30;2.029.546;29.140; ;+0008.89
15;30;2.058.686;30.033; ;+0008.89
15;30;2.088.719;29.157; ;+0008.89
15;30;2.117.876;30.254; ;+0008.89
15;30;2.148.130;31.276; ;+0008.89
15;30;2.179.406;29.756; ;+0008.89
15;30;2.209.162;41.418; ;+0008.89
15;30;2.250.580;29.622; ;+0008.89
15;30;2.280.202;30.693; ;+0008.89
15;30;2.310.895;29.624; ;+0008.89
15;30;2.340.519;29.338; ;+0008.89
15;30;2.369.857;29.038; ;+0008.89
15;30;2.398.895;29.818; ;+0008.89
15;30;2.428.713;30.258; ;+0008.89
15;30;2.458.971;30.267; ;+0008.89
15;30;2.489.238;30.279; ;+0008.89
15;30;2.519.517;28.770; ;+0008.89
15;30;2.548.287;29.888; ;+0008.89
15;30;2.578.175;30.459; ;+0008.89
15;30;2.608.634;30.216; ;+0008.89
15;30;2.638.850;29.888; ;+0008.89
15;30;2.668.738;29.375; ;+0008.89
15;30;2.698.113;29.575; ;+0008.89
15;30;2.727.688;30.014; ;+0008.89
15;30;2.757.702;29.967; ;+0008.89
15;30;2.787.669;29.434; ;+0008.89
15;30;2.817.103;29.654; ;+0008.89
15;30;2.846.757;29.780; ;+0008.89
15;30;2.876.537;29.590; ;+0008.89
15;30;2.906.127;30.679; ;+0008.89
15;30;2.936.806;29.807; ;+0008.89
15;30;2.966.613;30.053; ;+0008.89
15;30;2.996.666;29.911; ;+0008.89
15;30;3.026.577;29.611; ;+0008.89
15;30;3.056.188;30.175; ;+0008.89
15;30;3.086.363;29.789; ;+0008.89
15;30;3.116.152;29.522; ;+0008.89
15;30;3.145.674;29.882; ;+0008.89
15;30;3.175.556;29.792; ;+0008.89
15;30;3.205.348;29.816; ;+0008.89
15;30;3.235.164;29.682; ;+0008.89
15;30;3.264.846;29.517; ;+0008.89
15;30;3.294.363;29.107; ;+0008.89
15;30;3.323.470;30.042; ;+0008.89
15;30;3.353.512;29.323; ;+0008.89
15;30;3.382.835;29.983; ;+0008.89
15;30;3.412.818;29.378; ;+0008.89
15;30;3.442.196;31.251; ;+0008.89
15;30;3.473.447;29.488; ;+0008.89
15;30;3.502.935;29.350; ;+0008.89
15;30;3.532.285;50.442; ;+0008.89
15;30;3.582.727;29.981; ;+0008.89
15;30;3.612.708;29.508; ;+0008.89
15;30;3.642.216;28.951; ;+0008.89
15;30;3.671.167;30.056; ;+0008.89
15;30;3.701.223;30.852; ;+0008.89
15;30;3.732.075;30.438; ;+0008.89
15;30;3.762.513;29.833; ;+0008.89
15;30;3.792.346;30.131; ;+0008.89
15;30;3.822.477;31.158; ;+0008.89
15;30;3.853.635;29.557; ;+0008.89
15;30;3.883.192;30.168; ;+0008.89
15;30;3.913.360;28.758; ;+0008.89
15;30;3.942.118;30.351; ;+0008.89
15;30;3.972.469;29.240; ;+0008.89
15;30;4.001.709;29.050; ;+0008.89
15;30;4.030.759;30.001; ;+0008.89
15;30;4.060.760;29.621; ;+0008.89
15;30;4.090.381;30.234; ;+0008.89
15;30;4.120.615;30.084; ;+0008.89
15;30;4.150.699;29.597; ;+0008.89
15;30;4.180.296;28.968; ;+0008.89
15;30;4.209.264;29.781; ;+0008.89
15;30;4.239.045;30.529; ;+0008.89
15;30;4.269.574;29.130; ;+0008.89
15;30;4.298.704;30.089; ;+0008.89
15;30;4.328.793;29.829; ;+0008.89
15;30;4.358.622;29.110; ;+0008.89
15;30;4.387.732;29.355; ;+0008.89
15;30;4.417.087;29.246; ;+0008.89
15;30;4.446.333;29.755; ;+0008.89
15;30;4.476.088;30.065; ;+0008.89
15;30;4.506.153;29.831; ;+0008.89
15;30;4.535.984;30.449; ;+0008.89
15;30;4.566.433;29.766; ;+0008.89
15;30;4.596.199;30.323; ;+0008.89
15;30;4.626.522;29.736; ;+0008.89
15;30;4.656.258;30.710; ;+0008.89
15;30;4.686.968;55.713; ;+0008.89
15;30;4.742.681;29.428; ;+0008.89
15;30;4.772.109;30.322; ;+0008.89
15;30;4.802.431;29.724; ;+0008.89
15;30;4.832.155;29.907; ;+0008.89
15;30;4.862.062;29.616; ;+0008.89
15;30;4.891.678;29.809; ;+0008.89
15;30;4.921.487;29.562; ;+0008.89
15;30;4.951.049;30.062; ;+0008.89
15;30;4.981.111;30.381; ;+0008.89
15;30;5.011.492;30.228; ;+0008.89
15;30;5.041.720;29.534; ;+0008.89
15;30;5.071.254;29.607; ;+0008.89
15;30;5.100.861;29.850; ;+0008.89
15;30;5.130.711;29.027; ;+0008.89
15;30;5.159.738;29.383; ;+0008.89
15;30;5.189.121;29.962; ;+0008.89
15;30;5.219.083;30.186; ;+0008.89
15;30;5.249.269;30.071; ;+0008.89
15;30;5.279.340;30.226; ;+0008.89
15;30;5.309.566;29.345; ;+0008.89
15;30;5.338.911;30.082; ;+0008.89
15;30;5.368.993;54.156; ;+0008.89
15;30;5.423.149;29.709; ;+0008.89
15;30;5.452.858;30.271; ;+0008.89
15;30;5.483.129;31.600; ;+0008.89
15;30;5.514.729;29.770; ;+0008.89
15;30;5.544.499;29.514; ;+0008.89
15;30;5.574.013;30.397; ;+0008.89
15;30;5.604.410;30.199; ;+0008.89
15;30;5.634.609;29.468; ;+0008.89
15;30;5.664.077;29.329; ;+0008.89
15;30;5.693.406;30.238; ;+0008.89
15;30;5.723.644;29.116; ;+0008.89
15;30;5.752.760;29.200; ;+0008.89
15;30;5.781.960;31.015; ;+0008.89
15;30;5.812.975;29.499; ;+0008.89
15;30;5.842.474;29.208; ;+0008.89
15;30;5.871.682;29.428; ;+0008.89
15;30;5.901.110;29.372; ;+0008.89
15;30;5.930.482;29.830; ;+0008.89
15;30;5.960.312;30.711; ;+0008.89
15;30;5.991.023;29.407; ;+0008.89
15;30;6.020.430;29.929; ;+0008.89
15;30;6.050.359;30.201; ;+0008.89
15;30;6.080.560;30.539; ;+0008.89
15;30;6.111.099;29.345; ;+0008.89
15;30;6.140.444;29.946; ;+0008.89
15;30;6.170.390;30.011; ;+0008.89
15;30;6.200.401;29.368; ;+0008.89
15;30;6.229.769;29.730; ;+0008.89
15;30;6.259.499;29.968; ;+0008.89
15;30;6.289.467;48.679; ;+0008.89
15;30;6.338.146;30.337; ;+0008.89
15;30;6.368.483;30.794; ;+0008.89
15;30;6.399.277;29.638; ;+0008.89
15;30;6.428.915;31.087; ;+0008.89
15;30;6.460.002;29.417; ;+0008.89
15;30;6.489.419;29.407; ;+0008.89
15;30;6.518.826;28.639; ;+0008.89
15;30;6.547.465;30.120; ;+0008.89
15;30;6.577.585;29.805; ;+0008.89
15;30;6.607.390;30.349; ;+0008.89
15;30;6.637.739;30.419; ;+0008.89
15;30;6.668.158;28.592; ;+0008.89
15;30;6.696.750;29.592; ;+0008.89
15;30;6.726.342;30.194; ;+0008.89
15;30;6.756.536;29.438; ;+0008.89
15;30;6.785.974;31.020; ;+0008.89
15;30;6.816.994;28.903; ;+0008.89
15;30;6.845.897;30.180; ;+0008.89
15;30;6.876.077;29.631; ;+0008.89
15;30;6.905.708;29.667; ;+0008.89
15;30;6.935.375;29.045; ;+0008.89
15;30;6.964.420;29.466; ;+0008.89
15;30;6.993.886;29.341; ;+0008.89
15;30;7.023.227;30.076; ;+0008.89
15;30;7.053.303;31.221; ;+0008.89
15;30;7.084.524;28.869; ;+0008.89
15;30;7.113.393;29.976; ;+0008.89
15;30;7.143.369;30.718; ;+0008.89
15;30;7.174.087;29.175; ;+0008.89
15;30;7.203.262;31.200; ;+0008.89
15;30;7.234.462;29.317; ;+0008.89
15;30;7.263.779;29.529; ;+0008.89
15;30;7.293.308;29.461; ;+0008.89
15;30;7.322.769;30.266; ;+0008.89
15;30;7.353.035;29.400; ;+0008.89
15;30;7.382.435;29.019; ;+0008.89
15;30;7.411.454;29.258; ;+0008.89
15;30;7.440.712;31.199; ;+0008.89
15;30;7.471.911;30.541; ;+0008.89
15;30;7.502.452;29.603; ;+0008.89
15;30;7.532.055;30.029; ;+0008.89
15;30;7.562.084;29.687; ;+0008.89
15;30;7.591.771;30.407; ;+0008.89
15;30;7.622.178;29.728; ;+0008.89
15;30;7.651.906;45.205; ;+0008.89
15;30;7.697.111;30.350; ;+0008.89
15;30;7.727.461;29.352; ;+0008.89
15;30;7.756.813;30.380; ;+0008.89
15;30;7.787.193;28.984; ;+0008.89
15;30;7.816.177;30.022; ;+0008.89
15;30;7.846.199;30.049; ;+0008.89
15;30;7.876.248;30.137; ;+0008.89
15;30;7.906.385;28.938; ;+0008.89
15;30;7.935.323;30.906; ;+0008.89
15;30;7.966.229;30.369; ;+0008.89
15;30;7.996.598;29.359; ;+0008.89
15;30;8.025.957;38.468; ;+0008.89
15;30;8.064.425;29.574; ;+0008.89
15;30;8.093.999;29.348; ;+0008.89
15;30;8.123.347;29.815; ;+0008.89
15;30;8.153.162;30.015; ;+0008.89
15;30;8.183.177;30.922; ;+0008.89
15;30;8.214.099;29.412; ;+0008.89
15;30;8.243.511;30.857; ;+0008.89
15;30;8.274.368;29.736; ;+0008.89
15;30;8.304.104;29.504; ;+0008.89
15;30;8.333.608;28.997; ;+0008.89
15;30;8.362.605;29.410; ;+0008.89
15;30;8.392.015;30.218; ;+0008.89
15;30;8.422.233;30.827; ;+0008.89
15;30;8.453.060;29.948; ;+0008.89
15;30;8.483.008;30.621; ;+0008.89
15;30;8.513.629;31.261; ;+0008.89
15;30;8.544.890;28.945; ;+0008.89
15;30;8.573.835;29.044; ;+0008.89
15;30;8.602.879;30.523; ;+0008.89
15;30;8.633.402;29.617; ;+0008.89
15;30;8.663.019;29.659; ;+0008.89
15;30;8.692.678;29.255; ;+0008.89
15;30;8.721.933;29.801; ;+0008.89
15;30;8.751.734;30.653; ;+0008.89
15;30;8.782.387;28.968; ;+0008.89
15;30;8.811.355;29.542; ;+0008.89
15;30;8.840.897;31.807; ;+0008.89
15;30;8.872.704;29.048; ;+0008.89
15;30;8.901.752;28.919; ;+0008.89
15;30;8.930.671;30.074; ;+0008.89
15;30;8.960.745;30.460; ;+0008.89
15;30;8.991.205;29.856; ;+0008.89
15;30;9.021.061;29.512; ;+0008.89
15;30;9.050.573;29.793; ;+0008.89
15;30;9.080.366;30.231; ;+0008.89
15;30;9.110.597;31.267; ;+0008.89
15;30;9.141.864;30.846; ;+0008.89
15;30;9.172.710;30.376; ;+0008.89
15;30;9.203.086;30.169; ;+0008.89
15;30;9.233.255;29.352; ;+0008.89
15;30;9.262.607;30.415; ;+0008.89
15;30;9.293.022;29.351; ;+0008.89
15;30;9.322.373;30.533; ;+0008.89
15;30;9.352.906;30.461; ;+0008.89
15;30;9.383.367;30.486; ;+0008.89
15;30;9.413.853;28.925; ;+0008.89
15;30;9.442.778;28.975; ;+0008.89
15;30;9.471.753;29.317; ;+0008.89
15;30;9.501.070;30.108; ;+0008.89
15;30;9.531.178;29.357; ;+0008.89
15;30;9.560.535;29.457; ;+0008.89
15;30;9.589.992;31.197; ;+0008.89
15;30;9.621.189;30.430; ;+0008.89
15;30;9.651.619;29.702; ;+0008.89
15;30;9.681.321;29.918; ;+0008.89
15;30;9.711.239;29.873; ;+0008.89
15;30;9.741.112;29.787; ;+0008.89
15;30;9.770.899;30.452; ;+0008.89
15;30;9.801.351;30.862; ;+0008.89
15;30;9.832.213;29.698; ;+0008.89
15;30;9.861.911;30.082; ;+0008.89
15;30;9.891.993;29.054; ;+0008.89
15;30;9.921.047;29.678; ;+0008.89
15;30;9.950.725;29.319; ;+0008.89
15;30;9.980.044;29.878; ;+0008.89
15;30;10.009.922;30.131; ;+0008.89
15;30;10.040.053;30.855; ;+0008.89
15;30;10.070.908;30.456; ;+0008.89
15;30;10.101.364;29.115; ;+0008.89
15;30;10.130.479;29.934; ;+0008.89
15;30;10.160.413;28.969; ;+0008.89
15;30;10.189.382;29.180; ;+0008.89
15;30;10.218.562;30.272; ;+0008.89
15;30;10.248.834;29.414; ;+0008.89
15;30;10.278.248;30.154; ;+0008.89
15;30;10.308.402;31.284; ;+0008.89
15;30;10.339.686;29.953; ;+0008.89
15;30;10.369.639;37.094; ;+0008.89
15;30;10.406.733;29.516; ;+0008.89
15;30;10.436.249;29.331; ;+0008.89
15;30;10.465.580;31.693; ;+0008.89
15;30;10.497.273;31.714; ;+0008.89
15;30;10.528.987;30.629; ;+0008.89
15;30;10.559.616;30.313; ;+0008.89
15;30;10.589.929;30.498; ;+0008.89
15;30;10.620.427;29.985; ;+0008.89
15;30;10.650.412;30.040; ;+0008.89
15;30;10.680.452;29.770; ;+0008.89
15;30;10.710.222;29.959; ;+0008.89
15;30;10.740.181;29.970; ;+0008.89
15;30;10.770.151;29.615; ;+0008.89
15;30;10.799.766;29.838; ;+0008.89
15;30;10.829.604;29.374; ;+0008.89
15;30;10.858.978;29.964; ;+0008.89
15;30;10.888.942;30.190; ;+0008.89
15;30;10.919.132;29.418; ;+0008.89
15;30;10.948.550;29.474; ;+0008.89
15;30;10.978.024;30.195; ;+0008.89
15;30;11.008.219;29.126; ;+0008.89
15;30;11.037.345;29.792; ;+0008.89
15;30;11.067.137;30.594; ;+0008.89
15;30;11.097.731;31.216; ;+0008.89
15;30;11.128.947;28.847; ;+0008.89
15;30;11.157.794;30.431; ;+0008.89
15;30;11.188.225;29.843; ;+0008.89
15;30;11.218.068;28.930; ;+0008.89
15;30;11.246.998;30.889; ;+0008.89
15;30;11.277.887;30.190; ;+0008.89
15;30;11.308.077;29.862; ;+0008.89
15;30;11.337.939;29.444; ;+0008.89
15;30;11.367.383;30.290; ;+0008.89
15;30;11.397.673;29.916; ;+0008.89
15;30;11.427.589;29.382; ;+0008.89
15;30;11.456.971;31.847; ;+0008.89
15;30;11.488.818;31.918; ;+0008.89
15;30;11.520.736;29.306; ;+0008.89
15;30;11.550.042;29.795; ;+0008.89
15;30;11.579.837;29.690; ;+0008.89
15;30;11.609.527;29.469; ;+0008.89
15;30;11.638.996;29.322; ;+0008.89
15;30;11.668.318;29.334; ;+0008.89
15;30;11.697.652;30.448; ;+0008.89
15;30;11.728.100;37.853; ;+0008.89
15;30;11.765.953;29.640; ;+0008.89
15;30;11.795.593;29.696; ;+0008.89
15;30;11.825.289;29.703; ;+0008.89
15;30;11.854.992;29.460; ;+0008.89
15;30;11.884.452;29.529; ;+0008.89
15;30;11.913.981;30.220; ;+0008.89
15;30;11.944.201;31.448; ;+0008.89
15;30;11.975.649;30.500; ;+0008.89
15;30;12.006.149;29.308; ;+0008.89
15;30;12.035.457;31.309; ;+0008.89
15;30;12.066.766;29.639; ;+0008.89
15;30;12.096.405;28.884; ;+0008.89
15;30;12.125.289;30.062; ;+0008.89
15;30;12.155.351;31.162; ;+0008.89
15;30;12.186.513;29.866; ;+0008.89
15;30;12.216.379;30.154; ;+0008.89
15;30;12.246.533;29.207; ;+0008.89
15;30;12.275.740;31.028; ;+0008.89
15;30;12.306.768;29.597; ;+0008.89
15;30;12.336.365;29.799; ;+0008.89
15;30;12.366.164;29.969; ;+0008.89
15;30;12.396.133;30.367; ;+0008.89
15;30;12.426.500;30.147; ;+0008.89
15;30;12.456.647;29.887; ;+0008.89
15;30;12.486.534;29.983; ;+0008.89
15;30;12.516.517;29.202; ;+0008.89
15;30;12.545.719;29.984; ;+0008.89
15;30;12.575.703;29.225; ;+0008.89
15;30;12.604.928;29.977; ;+0008.89
15;30;12.634.905;29.605; ;+0008.89
15;30;12.664.510;29.669; ;+0008.89
15;30;12.694.179;31.553; ;+0008.89
15;30;12.725.732;29.351; ;+0008.89
15;30;12.755.083;30.015; ;+0008.89
15;30;12.785.098;30.091; ;+0008.89
15;30;12.815.189;29.063; ;+0008.89
15;30;12.844.252;29.567; ;+0008.89
15;30;12.873.819;31.477; ;+0008.89
15;30;12.905.296;29.193; ;+0008.89
15;30;12.934.489;30.430; ;+0008.89
15;30;12.964.919;31.296; ;+0008.89
15;30;12.996.215;30.671; ;+0008.89
15;30;13.026.886;29.315; ;+0008.89
15;30;13.056.201;30.432; ;+0008.89
15;30;13.086.633;57.375; ;+0008.89
15;30;13.144.008;29.610; ;+0008.89
15;30;13.173.618;30.060; ;+0008.89
15;30;13.203.678;30.185; ;+0008.89
15;30;13.233.863;29.553; ;+0008.89
15;30;13.263.416;29.543; ;+0008.89
15;30;13.292.959;29.991; ;+0008.89
15;30;13.322.950;28.978; ;+0008.89
15;30;13.351.928;30.064; ;+0008.89
15;30;13.381.992;30.868; ;+0008.89
15;30;13.412.860;29.458; ;+0008.89
15;30;13.442.318;29.882; ;+0008.89
15;30;13.472.200;29.598; ;+0008.89
15;30;13.501.798;31.295; ;+0008.89
15;30;13.533.093;29.516; ;+0008.89
15;30;13.562.609;29.503; ;+0008.89
15;30;13.592.112;31.369; ;+0008.89
15;30;13.623.481;29.371; ;+0008.89
15;30;13.652.852;29.657; ;+0008.89
15;30;13.682.509;29.670; ;+0008.89
15;30;13.712.179;29.641; ;+0008.89
15;30;13.741.820;29.828; ;+0008.89
15;30;13.771.648;30.634; ;+0008.89
15;30;13.802.282;30.372; ;+0008.89
15;30;13.832.654;28.816; ;+0008.89
15;30;13.861.470;30.052; ;+0008.89
15;30;13.891.522;29.637; ;+0008.89
15;30;13.921.159;30.285; ;+0008.89
15;30;13.951.444;29.422; ;+0008.89
15;30;13.980.866;30.119; ;+0008.89
15;30;14.010.985;31.017; ;+0008.92
15;30;14.042.002;29.867; ;+0008.92
15;30;14.071.869;30.012; ;+0008.92
15;30;14.101.881;29.037; ;+0008.92
15;30;14.130.918;30.906; ;+0008.92
15;30;14.161.824;29.411; ;+0008.92
15;30;14.191.235;30.315; ;+0008.92
15;30;14.221.550;31.258; ;+0008.92
15;30;14.252.808;28.742; ;+0008.92
15;30;14.281.550;29.808; ;+0008.92
15;30;14.311.358;30.352; ;+0008.92
15;30;14.341.710;31.267; ;+0008.92
15;30;14.372.977;30.228; ;+0008.92
15;30;14.403.205;29.105; ;+0008.92
15;30;14.432.310;29.853; ;+0008.92
15;30;14.462.163;29.259; ;+0008.92
15;30;14.491.422;30.068; ;+0008.92
15;30;14.521.490;29.240; ;+0008.92
15;30;14.550.730;30.256; ;+0008.92
15;30;14.580.986;29.837; ;+0008.92
15;30;14.610.823;30.459; ;+0008.92
15;30;14.641.282;30.603; ;+0008.92
15;30;14.671.885;30.492; ;+0008.92
15;30;14.702.377;29.825; ;+0008.92
15;30;14.732.202;30.619; ;+0008.92
15;30;14.762.821;28.917; ;+0008.92
15;30;14.791.738;29.556; ;+0008.92
15;30;14.821.294;29.692; ;+0008.92
15;30;14.850.986;29.061; ;+0008.92
15;30;14.880.047;29.345; ;+0008.92
15;30;14.909.392;29.884; ;+0008.92
15;30;14.939.276;29.899; ;+0008.92
15;30;14.969.175;29.093; ;+0008.92
15;30;14.998.268;30.756; ;+0008.92
15;30;15.029.024;30.155; ;+0008.92
15;30;15.059.179;30.389; ;+0008.92
15;30;15.089.568;29.705; ;+0008.92
15;30;15.119.273;29.282; ;+0008.92
15;30;15.148.555;29.725; ;+0008.92
15;30;15.178.280;30.064; ;+0008.92
15;30;15.208.344;29.009; ;+0008.92
15;30;15.237.353;29.455; ;+0008.92
15;30;15.266.808;30.067; ;+0008.92
15;30;15.296.875;29.144; ;+0008.92
15;30;15.326.019;28.911; ;+0008.92
15;30;15.354.930;30.910; ;+0008.92
15;30;15.385.840;29.236; ;+0008.92
15;30;15.415.076;29.778; ;+0008.92
15;30;15.444.854;29.514; ;+0008.92
15;30;15.474.368;30.876; ;+0008.92
15;30;15.505.244;30.008; ;+0008.92
15;30;15.535.252;30.093; ;+0008.92
15;30;15.565.345;29.523; ;+0008.92
15;30;15.594.868;29.890; ;+0008.92
15;30;15.624.758;30.692; ;+0008.92
15;30;15.655.450;29.085; ;+0008.92
15;30;15.684.535;29.666; ;+0008.92
15;30;15.714.201;29.031; ;+0008.92
15;30;15.743.232;30.564; ;+0008.92
15;30;15.773.796;28.743; ;+0008.92
15;30;15.802.539;47.247; ;+0008.92
15;30;15.849.786;30.312; ;+0008.92
15;30;15.880.098;30.092; ;+0008.92
15;30;15.910.190;30.428; ;+0008.92
15;30;15.940.618;29.749; ;+0008.92
15;30;15.970.367;31.714; ;+0008.92
15;30;16.002.081;29.919; ;+0008.92
15;30;16.032.000;29.102; ;+0008.92
15;30;16.061.102;29.045; ;+0008.92
15;30;16.090.147;29.916; ;+0008.92
15;30;16.120.063;29.021; ;+0008.92
15;30;16.149.084;28.983; ;+0008.92
15;30;16.178.067;30.151; ;+0008.92
15;30;16.208.218;30.264; ;+0008.92
15;30;16.238.482;30.506; ;+0008.92
15;30;16.268.988;29.137; ;+0008.92
15;30;16.298.125;30.971; ;+0008.92
15;30;16.329.096;29.572; ;+0008.92
15;30;16.358.668;29.789; ;+0008.92
15;30;16.388.457;29.115; ;+0008.92
15;30;16.417.572;29.549; ;+0008.92
15;30;16.447.121;29.705; ;+0008.92
15;30;16.476.826;29.886; ;+0008.92
15;30;16.506.712;29.440; ;+0008.92
15;30;16.536.152;31.528; ;+0008.92
15;30;16.567.680;29.501; ;+0008.92
15;30;16.597.181;30.008; ;+0008.92
15;30;16.627.189;30.055; ;+0008.92
15;30;16.657.244;30.116; ;+0008.92
15;30;16.687.360;31.085; ;+0008.92
15;30;16.718.445;30.674; ;+0008.92
15;30;16.749.119;29.085; ;+0008.92
15;30;16.778.204;29.955; ;+0008.92
15;30;16.808.159;29.659; ;+0008.92
15;30;16.837.818;29.535; ;+0008.92
15;30;16.867.353;29.275; ;+0008.92
15;30;16.896.628;30.095; ;+0008.92
15;30;16.926.723;29.677; ;+0008.92
15;30;16.956.400;31.078; ;+0008.92
15;30;16.987.478;31.257; ;+0008.92
15;30;17.018.735;32.426; ;+0008.92
15;30;17.051.161;31.323; ;+0008.92
15;30;17.082.484;31.107; ;+0008.92
15;30;17.113.591;31.016; ;+0008.92
15;30;17.144.607;31.331; ;+0008.92
15;30;17.175.938;48.841; ;+0008.92
